minTotal value	# of included sequences	% of included sequences
118	27	0.00845
119	27	0.00845
120	27	0.00845
121	27	0.00845
122	27	0.00845
123	27	0.00845
124	27	0.00845
125	26	0.00814
126	24	0.00751
127	24	0.00751
128	24	0.00751
129	24	0.00751
130	24	0.00751
131	24	0.00751
132	24	0.00751
133	24	0.00751
134	24	0.00751
135	24	0.00751
136	24	0.00751
137	23	0.00720
138	23	0.00720
139	23	0.00720
140	23	0.00720
141	23	0.00720
142	23	0.00720
143	23	0.00720
144	23	0.00720
145	23	0.00720
146	23	0.00720
147	23	0.00720
148	22	0.00688
149	22	0.00688
150	22	0.00688
151	22	0.00688
152	22	0.00688
153	22	0.00688
154	22	0.00688
155	22	0.00688
156	22	0.00688
157	22	0.00688
158	22	0.00688
159	22	0.00688
160	22	0.00688
161	22	0.00688
162	22	0.00688
163	22	0.00688
164	22	0.00688
165	22	0.00688
166	22	0.00688
167	22	0.00688
168	22	0.00688
169	21	0.00657
170	21	0.00657
171	21	0.00657
172	21	0.00657
173	21	0.00657
174	21	0.00657
175	21	0.00657
176	21	0.00657
177	21	0.00657
178	21	0.00657
179	21	0.00657
180	21	0.00657
181	21	0.00657
182	21	0.00657
183	21	0.00657
184	20	0.00626
185	20	0.00626
186	20	0.00626
187	20	0.00626
188	20	0.00626
189	20	0.00626
190	20	0.00626
191	20	0.00626
192	20	0.00626
193	20	0.00626
194	20	0.00626
195	20	0.00626
196	20	0.00626
197	20	0.00626
198	20	0.00626
199	20	0.00626
200	20	0.00626
201	20	0.00626
202	20	0.00626
203	20	0.00626
204	20	0.00626
205	19	0.00595
206	19	0.00595
207	19	0.00595
208	19	0.00595
209	18	0.00563
210	18	0.00563
211	18	0.00563
212	18	0.00563
213	18	0.00563
214	18	0.00563
215	18	0.00563
216	18	0.00563
217	17	0.00532
218	17	0.00532
219	17	0.00532
220	17	0.00532
221	17	0.00532
222	17	0.00532
223	17	0.00532
224	17	0.00532
225	17	0.00532
226	17	0.00532
227	17	0.00532
228	17	0.00532
229	17	0.00532
230	17	0.00532
231	17	0.00532
232	17	0.00532
233	17	0.00532
234	17	0.00532
235	17	0.00532
236	17	0.00532
237	17	0.00532
238	17	0.00532
239	17	0.00532
240	17	0.00532
241	17	0.00532
242	17	0.00532
243	17	0.00532
244	17	0.00532
245	17	0.00532
246	17	0.00532
247	17	0.00532
248	17	0.00532
249	17	0.00532
250	17	0.00532
251	17	0.00532
252	17	0.00532
253	17	0.00532
254	17	0.00532
255	17	0.00532
256	17	0.00532
257	17	0.00532
258	17	0.00532
259	17	0.00532
260	17	0.00532
261	17	0.00532
262	16	0.00501
263	15	0.00469
264	15	0.00469
265	15	0.00469
266	15	0.00469
267	15	0.00469
268	15	0.00469
269	14	0.00438
270	14	0.00438
271	14	0.00438
272	14	0.00438
273	14	0.00438
274	14	0.00438
275	14	0.00438
276	14	0.00438
277	14	0.00438
278	14	0.00438
279	14	0.00438
280	14	0.00438
281	14	0.00438
282	14	0.00438
283	14	0.00438
284	14	0.00438
285	14	0.00438
286	14	0.00438
287	14	0.00438
288	14	0.00438
289	14	0.00438
290	14	0.00438
291	14	0.00438
292	14	0.00438
293	14	0.00438
294	14	0.00438
295	14	0.00438
296	14	0.00438
297	14	0.00438
298	14	0.00438
299	14	0.00438
300	14	0.00438
301	14	0.00438
302	14	0.00438
303	14	0.00438
304	14	0.00438
305	14	0.00438
306	14	0.00438
307	14	0.00438
308	14	0.00438
309	14	0.00438
310	14	0.00438
311	14	0.00438
312	14	0.00438
313	14	0.00438
314	14	0.00438
315	14	0.00438
316	14	0.00438
317	14	0.00438
318	14	0.00438
319	13	0.00407
320	12	0.00376
321	12	0.00376
322	12	0.00376
323	12	0.00376
324	12	0.00376
325	12	0.00376
326	12	0.00376
327	12	0.00376
328	12	0.00376
329	12	0.00376
330	12	0.00376
331	12	0.00376
332	12	0.00376
333	12	0.00376
334	12	0.00376
335	12	0.00376
336	12	0.00376
337	12	0.00376
338	12	0.00376
339	12	0.00376
340	12	0.00376
341	12	0.00376
342	12	0.00376
343	12	0.00376
344	12	0.00376
345	12	0.00376
346	12	0.00376
347	12	0.00376
348	12	0.00376
349	12	0.00376
350	12	0.00376
351	12	0.00376
352	12	0.00376
353	12	0.00376
354	12	0.00376
355	12	0.00376
356	12	0.00376
357	12	0.00376
358	12	0.00376
359	12	0.00376
360	12	0.00376
361	12	0.00376
362	12	0.00376
363	12	0.00376
364	12	0.00376
365	12	0.00376
366	12	0.00376
367	12	0.00376
368	12	0.00376
369	12	0.00376
370	12	0.00376
371	12	0.00376
372	12	0.00376
373	12	0.00376
374	12	0.00376
375	12	0.00376
376	12	0.00376
377	12	0.00376
378	12	0.00376
379	12	0.00376
380	12	0.00376
381	12	0.00376
382	12	0.00376
383	12	0.00376
384	12	0.00376
385	12	0.00376
386	12	0.00376
387	12	0.00376
388	12	0.00376
389	12	0.00376
390	12	0.00376
391	12	0.00376
392	12	0.00376
393	11	0.00344
394	11	0.00344
395	11	0.00344
396	11	0.00344
397	11	0.00344
398	11	0.00344
399	11	0.00344
400	11	0.00344
401	11	0.00344
402	11	0.00344
403	11	0.00344
404	11	0.00344
405	11	0.00344
406	11	0.00344
407	11	0.00344
408	11	0.00344
409	11	0.00344
410	11	0.00344
411	11	0.00344
412	11	0.00344
413	11	0.00344
414	11	0.00344
415	11	0.00344
416	11	0.00344
417	11	0.00344
418	11	0.00344
419	11	0.00344
420	11	0.00344
421	11	0.00344
422	11	0.00344
423	11	0.00344
424	11	0.00344
425	11	0.00344
426	11	0.00344
427	11	0.00344
428	11	0.00344
429	11	0.00344
430	11	0.00344
431	11	0.00344
432	11	0.00344
433	11	0.00344
434	11	0.00344
435	11	0.00344
436	11	0.00344
437	11	0.00344
438	11	0.00344
439	11	0.00344
440	11	0.00344
441	11	0.00344
442	11	0.00344
443	11	0.00344
444	11	0.00344
445	11	0.00344
446	11	0.00344
447	11	0.00344
448	11	0.00344
449	10	0.00313
450	10	0.00313
451	10	0.00313
452	10	0.00313
453	10	0.00313
454	10	0.00313
455	10	0.00313
456	10	0.00313
457	10	0.00313
458	10	0.00313
459	10	0.00313
460	10	0.00313
461	10	0.00313
462	10	0.00313
463	10	0.00313
464	10	0.00313
465	10	0.00313
466	10	0.00313
467	10	0.00313
468	9	0.00282
469	9	0.00282
470	9	0.00282
471	9	0.00282
472	9	0.00282
473	9	0.00282
474	9	0.00282
475	9	0.00282
476	9	0.00282
477	9	0.00282
478	9	0.00282
479	8	0.00250
480	8	0.00250
481	8	0.00250
482	8	0.00250
483	8	0.00250
484	8	0.00250
485	8	0.00250
486	8	0.00250
487	8	0.00250
488	8	0.00250
489	8	0.00250
490	8	0.00250
491	8	0.00250
492	8	0.00250
493	8	0.00250
494	8	0.00250
495	8	0.00250
496	8	0.00250
497	8	0.00250
498	8	0.00250
499	8	0.00250
500	8	0.00250
501	8	0.00250
502	8	0.00250
503	8	0.00250
504	8	0.00250
505	8	0.00250
506	8	0.00250
507	8	0.00250
508	8	0.00250
509	8	0.00250
510	8	0.00250
511	8	0.00250
512	8	0.00250
513	8	0.00250
514	8	0.00250
515	8	0.00250
516	8	0.00250
517	8	0.00250
518	8	0.00250
519	7	0.00219
520	7	0.00219
521	7	0.00219
522	7	0.00219
523	7	0.00219
524	7	0.00219
525	7	0.00219
526	7	0.00219
527	7	0.00219
528	7	0.00219
529	7	0.00219
530	7	0.00219
531	7	0.00219
532	7	0.00219
533	7	0.00219
534	7	0.00219
535	7	0.00219
536	7	0.00219
537	7	0.00219
538	7	0.00219
539	7	0.00219
540	7	0.00219
541	7	0.00219
542	7	0.00219
543	7	0.00219
544	7	0.00219
545	7	0.00219
546	7	0.00219
547	7	0.00219
548	7	0.00219
549	7	0.00219
550	7	0.00219
551	7	0.00219
552	7	0.00219
553	7	0.00219
554	7	0.00219
555	7	0.00219
556	7	0.00219
557	7	0.00219
558	7	0.00219
559	7	0.00219
560	7	0.00219
561	7	0.00219
562	7	0.00219
563	7	0.00219
564	7	0.00219
565	7	0.00219
566	7	0.00219
567	7	0.00219
568	7	0.00219
569	7	0.00219
570	7	0.00219
571	7	0.00219
572	7	0.00219
573	7	0.00219
574	7	0.00219
575	7	0.00219
576	7	0.00219
577	6	0.00188
578	6	0.00188
579	6	0.00188
580	6	0.00188
581	6	0.00188
582	6	0.00188
583	6	0.00188
584	6	0.00188
585	6	0.00188
586	6	0.00188
587	6	0.00188
588	6	0.00188
589	6	0.00188
590	6	0.00188
591	6	0.00188
592	6	0.00188
593	6	0.00188
594	6	0.00188
595	6	0.00188
596	6	0.00188
597	6	0.00188
598	6	0.00188
599	6	0.00188
600	6	0.00188
601	6	0.00188
602	6	0.00188
603	6	0.00188
604	6	0.00188
605	6	0.00188
606	6	0.00188
607	6	0.00188
608	6	0.00188
609	6	0.00188
610	6	0.00188
611	6	0.00188
612	6	0.00188
613	6	0.00188
614	6	0.00188
615	6	0.00188
616	6	0.00188
617	6	0.00188
618	6	0.00188
619	6	0.00188
620	6	0.00188
621	6	0.00188
622	6	0.00188
623	6	0.00188
624	6	0.00188
625	6	0.00188
626	6	0.00188
627	6	0.00188
628	6	0.00188
629	6	0.00188
630	6	0.00188
631	6	0.00188
632	6	0.00188
633	6	0.00188
634	6	0.00188
635	6	0.00188
636	6	0.00188
637	6	0.00188
638	6	0.00188
639	6	0.00188
640	6	0.00188
641	6	0.00188
642	6	0.00188
643	6	0.00188
644	6	0.00188
645	6	0.00188
646	6	0.00188
647	6	0.00188
648	6	0.00188
649	6	0.00188
650	6	0.00188
651	6	0.00188
652	6	0.00188
653	6	0.00188
654	6	0.00188
655	6	0.00188
656	6	0.00188
657	6	0.00188
658	6	0.00188
659	6	0.00188
660	6	0.00188
661	6	0.00188
662	6	0.00188
663	6	0.00188
664	6	0.00188
665	6	0.00188
666	6	0.00188
667	6	0.00188
668	6	0.00188
669	6	0.00188
670	6	0.00188
671	6	0.00188
672	6	0.00188
673	6	0.00188
674	6	0.00188
675	6	0.00188
676	6	0.00188
677	6	0.00188
678	6	0.00188
679	6	0.00188
680	6	0.00188
681	6	0.00188
682	6	0.00188
683	6	0.00188
684	6	0.00188
685	6	0.00188
686	6	0.00188
687	6	0.00188
688	6	0.00188
689	6	0.00188
690	6	0.00188
691	6	0.00188
692	6	0.00188
693	6	0.00188
694	6	0.00188
695	6	0.00188
696	6	0.00188
697	6	0.00188
698	6	0.00188
699	6	0.00188
700	6	0.00188
701	6	0.00188
702	6	0.00188
703	6	0.00188
704	6	0.00188
705	6	0.00188
706	6	0.00188
707	6	0.00188
708	6	0.00188
709	6	0.00188
710	6	0.00188
711	6	0.00188
712	6	0.00188
713	6	0.00188
714	6	0.00188
715	6	0.00188
716	6	0.00188
717	6	0.00188
718	6	0.00188
719	6	0.00188
720	6	0.00188
721	6	0.00188
722	6	0.00188
723	6	0.00188
724	6	0.00188
725	6	0.00188
726	6	0.00188
727	6	0.00188
728	6	0.00188
729	6	0.00188
730	6	0.00188
731	6	0.00188
732	6	0.00188
733	6	0.00188
734	6	0.00188
735	6	0.00188
736	6	0.00188
737	6	0.00188
738	6	0.00188
739	6	0.00188
740	6	0.00188
741	6	0.00188
742	6	0.00188
743	6	0.00188
744	6	0.00188
745	6	0.00188
746	6	0.00188
747	6	0.00188
748	6	0.00188
749	6	0.00188
750	6	0.00188
751	6	0.00188
752	6	0.00188
753	6	0.00188
754	6	0.00188
755	6	0.00188
756	6	0.00188
757	6	0.00188
758	6	0.00188
759	6	0.00188
760	6	0.00188
761	6	0.00188
762	6	0.00188
763	6	0.00188
764	6	0.00188
765	6	0.00188
766	6	0.00188
767	6	0.00188
768	6	0.00188
769	6	0.00188
770	6	0.00188
771	6	0.00188
772	6	0.00188
773	6	0.00188
774	6	0.00188
775	6	0.00188
776	6	0.00188
777	6	0.00188
778	6	0.00188
779	6	0.00188
780	6	0.00188
781	6	0.00188
782	6	0.00188
783	6	0.00188
784	6	0.00188
785	6	0.00188
786	6	0.00188
787	6	0.00188
788	6	0.00188
789	6	0.00188
790	6	0.00188
791	6	0.00188
792	6	0.00188
793	6	0.00188
794	6	0.00188
795	6	0.00188
796	6	0.00188
797	6	0.00188
798	6	0.00188
799	6	0.00188
800	6	0.00188
801	6	0.00188
802	6	0.00188
803	6	0.00188
804	6	0.00188
805	6	0.00188
806	6	0.00188
807	6	0.00188
808	6	0.00188
809	6	0.00188
810	6	0.00188
811	6	0.00188
812	6	0.00188
813	6	0.00188
814	6	0.00188
815	6	0.00188
816	6	0.00188
817	6	0.00188
818	6	0.00188
819	6	0.00188
820	6	0.00188
821	6	0.00188
822	6	0.00188
823	6	0.00188
824	6	0.00188
825	6	0.00188
826	6	0.00188
827	6	0.00188
828	6	0.00188
829	6	0.00188
830	6	0.00188
831	6	0.00188
832	6	0.00188
833	6	0.00188
834	6	0.00188
835	6	0.00188
836	6	0.00188
837	6	0.00188
838	6	0.00188
839	6	0.00188
840	6	0.00188
841	6	0.00188
842	6	0.00188
843	6	0.00188
844	6	0.00188
845	6	0.00188
846	6	0.00188
847	6	0.00188
848	6	0.00188
849	6	0.00188
850	6	0.00188
851	6	0.00188
852	6	0.00188
853	6	0.00188
854	6	0.00188
855	6	0.00188
856	6	0.00188
857	6	0.00188
858	6	0.00188
859	6	0.00188
860	6	0.00188
861	6	0.00188
862	6	0.00188
863	6	0.00188
864	6	0.00188
865	6	0.00188
866	6	0.00188
867	6	0.00188
868	6	0.00188
869	6	0.00188
870	6	0.00188
871	6	0.00188
872	6	0.00188
873	6	0.00188
874	6	0.00188
875	6	0.00188
876	6	0.00188
877	6	0.00188
878	6	0.00188
879	6	0.00188
880	6	0.00188
881	6	0.00188
882	6	0.00188
883	6	0.00188
884	6	0.00188
885	6	0.00188
886	6	0.00188
887	6	0.00188
888	6	0.00188
889	6	0.00188
890	6	0.00188
891	6	0.00188
892	6	0.00188
893	6	0.00188
894	6	0.00188
895	6	0.00188
896	6	0.00188
897	6	0.00188
898	6	0.00188
899	6	0.00188
900	6	0.00188
901	6	0.00188
902	6	0.00188
903	6	0.00188
904	6	0.00188
905	6	0.00188
906	6	0.00188
907	6	0.00188
908	6	0.00188
909	6	0.00188
910	6	0.00188
911	6	0.00188
912	6	0.00188
913	6	0.00188
914	6	0.00188
915	6	0.00188
916	6	0.00188
917	6	0.00188
918	5	0.00156
919	5	0.00156
920	5	0.00156
921	5	0.00156
922	5	0.00156
923	5	0.00156
924	5	0.00156
925	5	0.00156
926	5	0.00156
927	5	0.00156
928	5	0.00156
929	5	0.00156
930	5	0.00156
931	5	0.00156
932	5	0.00156
933	5	0.00156
934	5	0.00156
935	5	0.00156
936	5	0.00156
937	5	0.00156
938	5	0.00156
939	5	0.00156
940	5	0.00156
941	5	0.00156
942	4	0.00125
943	4	0.00125
944	4	0.00125
945	4	0.00125
946	4	0.00125
947	4	0.00125
948	4	0.00125
949	4	0.00125
950	4	0.00125
951	4	0.00125
952	4	0.00125
953	4	0.00125
954	4	0.00125
955	4	0.00125
956	4	0.00125
957	4	0.00125
958	4	0.00125
959	4	0.00125
960	4	0.00125
961	4	0.00125
962	4	0.00125
963	4	0.00125
964	4	0.00125
965	4	0.00125
966	4	0.00125
967	4	0.00125
968	4	0.00125
969	4	0.00125
970	4	0.00125
971	4	0.00125
972	4	0.00125
973	4	0.00125
974	4	0.00125
975	4	0.00125
976	4	0.00125
977	4	0.00125
978	4	0.00125
979	4	0.00125
980	4	0.00125
981	4	0.00125
982	4	0.00125
983	4	0.00125
984	4	0.00125
985	4	0.00125
986	4	0.00125
987	4	0.00125
988	4	0.00125
989	4	0.00125
990	4	0.00125
991	4	0.00125
992	4	0.00125
993	4	0.00125
994	4	0.00125
995	4	0.00125
996	4	0.00125
997	4	0.00125
998	4	0.00125
999	4	0.00125
1000	4	0.00125
1001	4	0.00125
1002	4	0.00125
1003	4	0.00125
1004	4	0.00125
1005	4	0.00125
1006	4	0.00125
1007	4	0.00125
1008	4	0.00125
1009	4	0.00125
1010	4	0.00125
1011	4	0.00125
1012	4	0.00125
1013	4	0.00125
1014	4	0.00125
1015	4	0.00125
1016	4	0.00125
1017	4	0.00125
1018	4	0.00125
1019	4	0.00125
1020	4	0.00125
1021	4	0.00125
1022	4	0.00125
1023	4	0.00125
1024	4	0.00125
1025	4	0.00125
1026	4	0.00125
1027	4	0.00125
1028	4	0.00125
1029	4	0.00125
1030	4	0.00125
1031	4	0.00125
1032	4	0.00125
1033	4	0.00125
1034	4	0.00125
1035	4	0.00125
1036	4	0.00125
1037	4	0.00125
1038	4	0.00125
1039	4	0.00125
1040	4	0.00125
1041	4	0.00125
1042	4	0.00125
1043	4	0.00125
1044	4	0.00125
1045	4	0.00125
1046	4	0.00125
1047	4	0.00125
1048	4	0.00125
1049	4	0.00125
1050	4	0.00125
1051	4	0.00125
1052	4	0.00125
1053	4	0.00125
1054	4	0.00125
1055	4	0.00125
1056	4	0.00125
1057	4	0.00125
1058	4	0.00125
1059	4	0.00125
1060	4	0.00125
1061	4	0.00125
1062	4	0.00125
1063	4	0.00125
1064	4	0.00125
1065	4	0.00125
1066	4	0.00125
1067	4	0.00125
1068	4	0.00125
1069	4	0.00125
1070	4	0.00125
1071	4	0.00125
1072	4	0.00125
1073	4	0.00125
1074	4	0.00125
1075	4	0.00125
1076	4	0.00125
1077	4	0.00125
1078	4	0.00125
1079	4	0.00125
1080	4	0.00125
1081	4	0.00125
1082	4	0.00125
1083	4	0.00125
1084	4	0.00125
1085	4	0.00125
1086	4	0.00125
1087	4	0.00125
1088	4	0.00125
1089	4	0.00125
1090	4	0.00125
1091	4	0.00125
1092	4	0.00125
1093	4	0.00125
1094	4	0.00125
1095	4	0.00125
1096	4	0.00125
1097	4	0.00125
1098	4	0.00125
1099	4	0.00125
1100	4	0.00125
1101	4	0.00125
1102	4	0.00125
1103	4	0.00125
1104	4	0.00125
1105	4	0.00125
1106	4	0.00125
1107	4	0.00125
1108	4	0.00125
1109	4	0.00125
1110	4	0.00125
1111	4	0.00125
1112	4	0.00125
1113	4	0.00125
1114	4	0.00125
1115	4	0.00125
1116	4	0.00125
1117	4	0.00125
1118	4	0.00125
1119	4	0.00125
1120	4	0.00125
1121	4	0.00125
1122	4	0.00125
1123	4	0.00125
1124	4	0.00125
1125	4	0.00125
1126	4	0.00125
1127	4	0.00125
1128	4	0.00125
1129	4	0.00125
1130	4	0.00125
1131	4	0.00125
1132	4	0.00125
1133	4	0.00125
1134	4	0.00125
1135	4	0.00125
1136	4	0.00125
1137	4	0.00125
1138	4	0.00125
1139	4	0.00125
1140	4	0.00125
1141	4	0.00125
1142	4	0.00125
1143	4	0.00125
1144	4	0.00125
1145	4	0.00125
1146	4	0.00125
1147	4	0.00125
1148	4	0.00125
1149	4	0.00125
1150	4	0.00125
1151	4	0.00125
1152	4	0.00125
1153	4	0.00125
1154	4	0.00125
1155	4	0.00125
1156	4	0.00125
1157	4	0.00125
1158	4	0.00125
1159	4	0.00125
1160	4	0.00125
1161	4	0.00125
1162	4	0.00125
1163	4	0.00125
1164	4	0.00125
1165	4	0.00125
1166	4	0.00125
1167	4	0.00125
1168	4	0.00125
1169	4	0.00125
1170	4	0.00125
1171	4	0.00125
1172	4	0.00125
1173	4	0.00125
1174	4	0.00125
1175	4	0.00125
1176	4	0.00125
1177	4	0.00125
1178	4	0.00125
1179	4	0.00125
1180	4	0.00125
1181	4	0.00125
1182	4	0.00125
1183	4	0.00125
1184	4	0.00125
1185	4	0.00125
1186	4	0.00125
1187	4	0.00125
1188	4	0.00125
1189	4	0.00125
1190	4	0.00125
1191	4	0.00125
1192	4	0.00125
1193	4	0.00125
1194	4	0.00125
1195	4	0.00125
1196	4	0.00125
1197	4	0.00125
1198	4	0.00125
1199	4	0.00125
1200	4	0.00125
1201	4	0.00125
1202	4	0.00125
1203	4	0.00125
1204	4	0.00125
1205	4	0.00125
1206	4	0.00125
1207	4	0.00125
1208	4	0.00125
1209	4	0.00125
1210	4	0.00125
1211	4	0.00125
1212	4	0.00125
1213	4	0.00125
1214	4	0.00125
1215	4	0.00125
1216	4	0.00125
1217	4	0.00125
1218	4	0.00125
1219	4	0.00125
1220	4	0.00125
1221	4	0.00125
1222	4	0.00125
1223	4	0.00125
1224	4	0.00125
1225	4	0.00125
1226	4	0.00125
1227	4	0.00125
1228	4	0.00125
1229	4	0.00125
1230	4	0.00125
1231	4	0.00125
1232	4	0.00125
1233	4	0.00125
1234	4	0.00125
1235	4	0.00125
1236	4	0.00125
1237	4	0.00125
1238	4	0.00125
1239	4	0.00125
1240	4	0.00125
1241	4	0.00125
1242	4	0.00125
1243	4	0.00125
1244	4	0.00125
1245	4	0.00125
1246	4	0.00125
1247	4	0.00125
1248	4	0.00125
1249	4	0.00125
1250	4	0.00125
1251	4	0.00125
1252	4	0.00125
1253	4	0.00125
1254	4	0.00125
1255	4	0.00125
1256	4	0.00125
1257	4	0.00125
1258	4	0.00125
1259	4	0.00125
1260	4	0.00125
1261	4	0.00125
1262	4	0.00125
1263	4	0.00125
1264	4	0.00125
1265	4	0.00125
1266	4	0.00125
1267	4	0.00125
1268	4	0.00125
1269	4	0.00125
1270	4	0.00125
1271	4	0.00125
1272	4	0.00125
1273	4	0.00125
1274	4	0.00125
1275	4	0.00125
1276	4	0.00125
1277	4	0.00125
1278	4	0.00125
1279	4	0.00125
1280	4	0.00125
1281	4	0.00125
1282	4	0.00125
1283	4	0.00125
1284	4	0.00125
1285	4	0.00125
1286	4	0.00125
1287	4	0.00125
1288	4	0.00125
1289	4	0.00125
1290	4	0.00125
1291	4	0.00125
1292	4	0.00125
1293	4	0.00125
1294	4	0.00125
1295	4	0.00125
1296	4	0.00125
1297	4	0.00125
1298	4	0.00125
1299	4	0.00125
1300	4	0.00125
1301	4	0.00125
1302	4	0.00125
1303	4	0.00125
1304	4	0.00125
1305	4	0.00125
1306	4	0.00125
1307	4	0.00125
1308	4	0.00125
1309	4	0.00125
1310	4	0.00125
1311	4	0.00125
1312	4	0.00125
1313	4	0.00125
1314	4	0.00125
1315	4	0.00125
1316	4	0.00125
1317	4	0.00125
1318	4	0.00125
1319	4	0.00125
1320	4	0.00125
1321	4	0.00125
1322	4	0.00125
1323	4	0.00125
1324	4	0.00125
1325	4	0.00125
1326	4	0.00125
1327	4	0.00125
1328	4	0.00125
1329	4	0.00125
1330	4	0.00125
1331	4	0.00125
1332	4	0.00125
1333	4	0.00125
1334	4	0.00125
1335	4	0.00125
1336	4	0.00125
1337	4	0.00125
1338	4	0.00125
1339	4	0.00125
1340	4	0.00125
1341	4	0.00125
1342	4	0.00125
1343	4	0.00125
1344	4	0.00125
1345	4	0.00125
1346	4	0.00125
1347	4	0.00125
1348	4	0.00125
1349	4	0.00125
1350	4	0.00125
1351	4	0.00125
1352	4	0.00125
1353	4	0.00125
1354	4	0.00125
1355	4	0.00125
1356	4	0.00125
1357	4	0.00125
1358	4	0.00125
1359	4	0.00125
1360	4	0.00125
1361	4	0.00125
1362	4	0.00125
1363	4	0.00125
1364	4	0.00125
1365	4	0.00125
1366	4	0.00125
1367	4	0.00125
1368	4	0.00125
1369	4	0.00125
1370	4	0.00125
1371	4	0.00125
1372	4	0.00125
1373	4	0.00125
1374	4	0.00125
1375	4	0.00125
1376	4	0.00125
1377	4	0.00125
1378	4	0.00125
1379	4	0.00125
1380	4	0.00125
1381	4	0.00125
1382	4	0.00125
1383	4	0.00125
1384	4	0.00125
1385	4	0.00125
1386	4	0.00125
1387	4	0.00125
1388	4	0.00125
1389	4	0.00125
1390	4	0.00125
1391	4	0.00125
1392	4	0.00125
1393	4	0.00125
1394	4	0.00125
1395	4	0.00125
1396	4	0.00125
1397	4	0.00125
1398	4	0.00125
1399	4	0.00125
1400	4	0.00125
1401	4	0.00125
1402	4	0.00125
1403	4	0.00125
1404	4	0.00125
1405	4	0.00125
1406	4	0.00125
1407	4	0.00125
1408	4	0.00125
1409	4	0.00125
1410	4	0.00125
1411	4	0.00125
1412	4	0.00125
1413	4	0.00125
1414	4	0.00125
1415	4	0.00125
1416	4	0.00125
1417	4	0.00125
1418	4	0.00125
1419	4	0.00125
1420	4	0.00125
1421	4	0.00125
1422	4	0.00125
1423	4	0.00125
1424	4	0.00125
1425	4	0.00125
1426	4	0.00125
1427	4	0.00125
1428	4	0.00125
1429	4	0.00125
1430	4	0.00125
1431	4	0.00125
1432	4	0.00125
1433	4	0.00125
1434	4	0.00125
1435	4	0.00125
1436	4	0.00125
1437	4	0.00125
1438	4	0.00125
1439	4	0.00125
1440	4	0.00125
1441	4	0.00125
1442	4	0.00125
1443	4	0.00125
1444	4	0.00125
1445	4	0.00125
1446	4	0.00125
1447	4	0.00125
1448	4	0.00125
1449	4	0.00125
1450	4	0.00125
1451	4	0.00125
1452	4	0.00125
1453	4	0.00125
1454	4	0.00125
1455	4	0.00125
1456	4	0.00125
1457	4	0.00125
1458	4	0.00125
1459	4	0.00125
1460	4	0.00125
1461	4	0.00125
1462	4	0.00125
1463	4	0.00125
1464	4	0.00125
1465	4	0.00125
1466	4	0.00125
1467	4	0.00125
1468	4	0.00125
1469	4	0.00125
1470	4	0.00125
1471	4	0.00125
1472	4	0.00125
1473	4	0.00125
1474	4	0.00125
1475	4	0.00125
1476	4	0.00125
1477	4	0.00125
1478	4	0.00125
1479	4	0.00125
1480	4	0.00125
1481	4	0.00125
1482	4	0.00125
1483	4	0.00125
1484	4	0.00125
1485	4	0.00125
1486	4	0.00125
1487	4	0.00125
1488	4	0.00125
1489	4	0.00125
1490	4	0.00125
1491	4	0.00125
1492	4	0.00125
1493	4	0.00125
