minTotal value	# of included sequences	% of included sequences
1494	4	0.00125
1495	4	0.00125
1496	4	0.00125
1497	4	0.00125
1498	4	0.00125
1499	4	0.00125
1500	4	0.00125
1501	4	0.00125
1502	4	0.00125
1503	4	0.00125
1504	4	0.00125
1505	4	0.00125
1506	4	0.00125
1507	4	0.00125
1508	4	0.00125
1509	4	0.00125
1510	4	0.00125
1511	4	0.00125
1512	4	0.00125
1513	4	0.00125
1514	4	0.00125
1515	4	0.00125
1516	4	0.00125
1517	4	0.00125
1518	4	0.00125
1519	4	0.00125
1520	4	0.00125
1521	4	0.00125
1522	4	0.00125
1523	4	0.00125
1524	4	0.00125
1525	4	0.00125
1526	4	0.00125
1527	4	0.00125
1528	4	0.00125
1529	4	0.00125
1530	4	0.00125
1531	4	0.00125
1532	4	0.00125
1533	4	0.00125
1534	4	0.00125
1535	4	0.00125
1536	4	0.00125
1537	4	0.00125
1538	4	0.00125
1539	4	0.00125
1540	4	0.00125
1541	4	0.00125
1542	4	0.00125
1543	4	0.00125
1544	4	0.00125
1545	4	0.00125
1546	4	0.00125
1547	4	0.00125
1548	4	0.00125
1549	4	0.00125
1550	4	0.00125
1551	4	0.00125
1552	4	0.00125
1553	4	0.00125
1554	4	0.00125
1555	4	0.00125
1556	4	0.00125
1557	4	0.00125
1558	4	0.00125
1559	4	0.00125
1560	4	0.00125
1561	4	0.00125
1562	4	0.00125
1563	4	0.00125
1564	4	0.00125
1565	4	0.00125
1566	4	0.00125
1567	4	0.00125
1568	4	0.00125
1569	4	0.00125
1570	4	0.00125
1571	4	0.00125
1572	4	0.00125
1573	4	0.00125
1574	4	0.00125
1575	4	0.00125
1576	4	0.00125
1577	4	0.00125
1578	4	0.00125
1579	4	0.00125
1580	4	0.00125
1581	4	0.00125
1582	4	0.00125
1583	4	0.00125
1584	4	0.00125
1585	4	0.00125
1586	4	0.00125
1587	4	0.00125
1588	4	0.00125
1589	4	0.00125
1590	4	0.00125
1591	4	0.00125
1592	4	0.00125
1593	4	0.00125
1594	4	0.00125
1595	4	0.00125
1596	4	0.00125
1597	4	0.00125
1598	4	0.00125
1599	4	0.00125
1600	4	0.00125
1601	4	0.00125
1602	4	0.00125
1603	4	0.00125
1604	4	0.00125
1605	4	0.00125
1606	4	0.00125
1607	4	0.00125
1608	4	0.00125
1609	4	0.00125
1610	4	0.00125
1611	4	0.00125
1612	4	0.00125
1613	4	0.00125
1614	4	0.00125
1615	4	0.00125
1616	4	0.00125
1617	4	0.00125
1618	4	0.00125
1619	4	0.00125
1620	4	0.00125
1621	4	0.00125
1622	4	0.00125
1623	4	0.00125
1624	4	0.00125
1625	4	0.00125
1626	4	0.00125
1627	4	0.00125
1628	4	0.00125
1629	4	0.00125
1630	4	0.00125
1631	4	0.00125
1632	4	0.00125
1633	4	0.00125
1634	4	0.00125
1635	4	0.00125
1636	4	0.00125
1637	4	0.00125
1638	4	0.00125
1639	4	0.00125
1640	4	0.00125
1641	4	0.00125
1642	4	0.00125
1643	4	0.00125
1644	4	0.00125
1645	4	0.00125
1646	4	0.00125
1647	4	0.00125
1648	4	0.00125
1649	4	0.00125
1650	4	0.00125
1651	4	0.00125
1652	4	0.00125
1653	4	0.00125
1654	4	0.00125
1655	4	0.00125
1656	4	0.00125
1657	4	0.00125
1658	4	0.00125
1659	4	0.00125
1660	4	0.00125
1661	4	0.00125
1662	4	0.00125
1663	4	0.00125
1664	4	0.00125
1665	4	0.00125
1666	4	0.00125
1667	4	0.00125
1668	4	0.00125
1669	4	0.00125
1670	4	0.00125
1671	4	0.00125
1672	4	0.00125
1673	4	0.00125
1674	4	0.00125
1675	4	0.00125
1676	4	0.00125
1677	4	0.00125
1678	4	0.00125
1679	4	0.00125
1680	4	0.00125
1681	4	0.00125
1682	4	0.00125
1683	4	0.00125
1684	4	0.00125
1685	4	0.00125
1686	4	0.00125
1687	4	0.00125
1688	4	0.00125
1689	4	0.00125
1690	4	0.00125
1691	4	0.00125
1692	4	0.00125
1693	4	0.00125
1694	4	0.00125
1695	4	0.00125
1696	4	0.00125
1697	4	0.00125
1698	4	0.00125
1699	4	0.00125
1700	4	0.00125
1701	4	0.00125
1702	4	0.00125
1703	4	0.00125
1704	4	0.00125
1705	4	0.00125
1706	4	0.00125
1707	4	0.00125
1708	4	0.00125
1709	4	0.00125
1710	4	0.00125
1711	4	0.00125
1712	4	0.00125
1713	4	0.00125
1714	4	0.00125
1715	4	0.00125
1716	4	0.00125
1717	4	0.00125
1718	4	0.00125
1719	4	0.00125
1720	4	0.00125
1721	4	0.00125
1722	4	0.00125
1723	4	0.00125
1724	4	0.00125
1725	4	0.00125
1726	4	0.00125
1727	4	0.00125
1728	4	0.00125
1729	4	0.00125
1730	4	0.00125
1731	4	0.00125
1732	4	0.00125
1733	4	0.00125
1734	4	0.00125
1735	4	0.00125
1736	4	0.00125
1737	4	0.00125
1738	4	0.00125
1739	4	0.00125
1740	4	0.00125
1741	4	0.00125
1742	4	0.00125
1743	4	0.00125
1744	4	0.00125
1745	4	0.00125
1746	4	0.00125
1747	4	0.00125
1748	4	0.00125
1749	4	0.00125
1750	4	0.00125
1751	4	0.00125
1752	4	0.00125
1753	4	0.00125
1754	4	0.00125
1755	4	0.00125
1756	4	0.00125
1757	4	0.00125
1758	4	0.00125
1759	4	0.00125
1760	4	0.00125
1761	4	0.00125
1762	4	0.00125
1763	4	0.00125
1764	4	0.00125
1765	4	0.00125
1766	4	0.00125
1767	4	0.00125
1768	4	0.00125
1769	4	0.00125
1770	4	0.00125
1771	4	0.00125
1772	4	0.00125
1773	4	0.00125
1774	4	0.00125
1775	4	0.00125
1776	4	0.00125
1777	4	0.00125
1778	4	0.00125
1779	4	0.00125
1780	4	0.00125
1781	4	0.00125
1782	4	0.00125
1783	4	0.00125
1784	4	0.00125
1785	4	0.00125
1786	4	0.00125
1787	4	0.00125
1788	4	0.00125
1789	4	0.00125
1790	4	0.00125
1791	4	0.00125
1792	4	0.00125
1793	4	0.00125
1794	4	0.00125
1795	4	0.00125
1796	4	0.00125
1797	4	0.00125
1798	4	0.00125
1799	4	0.00125
1800	4	0.00125
1801	4	0.00125
1802	4	0.00125
1803	4	0.00125
1804	4	0.00125
1805	4	0.00125
1806	4	0.00125
1807	4	0.00125
1808	4	0.00125
1809	4	0.00125
1810	4	0.00125
1811	4	0.00125
1812	4	0.00125
1813	4	0.00125
1814	4	0.00125
1815	4	0.00125
1816	4	0.00125
1817	4	0.00125
1818	4	0.00125
1819	4	0.00125
1820	4	0.00125
1821	4	0.00125
1822	4	0.00125
1823	4	0.00125
1824	4	0.00125
1825	4	0.00125
1826	4	0.00125
1827	4	0.00125
1828	4	0.00125
1829	4	0.00125
1830	4	0.00125
1831	4	0.00125
1832	4	0.00125
1833	4	0.00125
1834	4	0.00125
1835	4	0.00125
1836	4	0.00125
1837	4	0.00125
1838	4	0.00125
1839	4	0.00125
1840	4	0.00125
1841	4	0.00125
1842	4	0.00125
1843	4	0.00125
1844	4	0.00125
1845	4	0.00125
1846	4	0.00125
1847	4	0.00125
1848	4	0.00125
1849	4	0.00125
1850	4	0.00125
1851	4	0.00125
1852	4	0.00125
1853	4	0.00125
1854	4	0.00125
1855	4	0.00125
1856	4	0.00125
1857	4	0.00125
1858	4	0.00125
1859	4	0.00125
1860	4	0.00125
1861	4	0.00125
1862	4	0.00125
1863	4	0.00125
1864	4	0.00125
1865	4	0.00125
1866	4	0.00125
1867	4	0.00125
1868	4	0.00125
1869	4	0.00125
1870	4	0.00125
1871	4	0.00125
1872	4	0.00125
1873	4	0.00125
1874	4	0.00125
1875	4	0.00125
1876	4	0.00125
1877	4	0.00125
1878	4	0.00125
1879	4	0.00125
1880	4	0.00125
1881	4	0.00125
1882	4	0.00125
1883	4	0.00125
1884	4	0.00125
1885	4	0.00125
1886	4	0.00125
1887	4	0.00125
1888	4	0.00125
1889	4	0.00125
1890	4	0.00125
1891	4	0.00125
1892	4	0.00125
1893	4	0.00125
1894	4	0.00125
1895	4	0.00125
1896	4	0.00125
1897	4	0.00125
1898	4	0.00125
1899	4	0.00125
1900	4	0.00125
1901	4	0.00125
1902	4	0.00125
1903	4	0.00125
1904	4	0.00125
1905	4	0.00125
1906	4	0.00125
1907	4	0.00125
1908	4	0.00125
1909	4	0.00125
1910	4	0.00125
1911	4	0.00125
1912	4	0.00125
1913	4	0.00125
1914	4	0.00125
1915	4	0.00125
1916	4	0.00125
1917	4	0.00125
1918	4	0.00125
1919	4	0.00125
1920	4	0.00125
1921	4	0.00125
1922	4	0.00125
1923	4	0.00125
1924	4	0.00125
1925	4	0.00125
1926	4	0.00125
1927	4	0.00125
1928	4	0.00125
1929	4	0.00125
1930	4	0.00125
1931	4	0.00125
1932	4	0.00125
1933	4	0.00125
1934	4	0.00125
1935	4	0.00125
1936	4	0.00125
1937	4	0.00125
1938	4	0.00125
1939	4	0.00125
1940	4	0.00125
1941	4	0.00125
1942	4	0.00125
1943	4	0.00125
1944	4	0.00125
1945	4	0.00125
1946	4	0.00125
1947	4	0.00125
1948	4	0.00125
1949	4	0.00125
1950	4	0.00125
1951	4	0.00125
1952	4	0.00125
1953	4	0.00125
1954	4	0.00125
1955	4	0.00125
1956	4	0.00125
1957	4	0.00125
1958	4	0.00125
1959	4	0.00125
1960	4	0.00125
1961	4	0.00125
1962	4	0.00125
1963	4	0.00125
1964	4	0.00125
1965	4	0.00125
1966	4	0.00125
1967	4	0.00125
1968	4	0.00125
1969	4	0.00125
1970	4	0.00125
1971	4	0.00125
1972	4	0.00125
1973	4	0.00125
1974	4	0.00125
1975	4	0.00125
1976	4	0.00125
1977	4	0.00125
1978	4	0.00125
1979	4	0.00125
1980	4	0.00125
1981	4	0.00125
1982	4	0.00125
1983	4	0.00125
1984	4	0.00125
1985	4	0.00125
1986	4	0.00125
1987	4	0.00125
1988	4	0.00125
1989	4	0.00125
1990	4	0.00125
1991	4	0.00125
1992	4	0.00125
1993	4	0.00125
1994	4	0.00125
1995	4	0.00125
1996	4	0.00125
1997	4	0.00125
1998	4	0.00125
1999	4	0.00125
2000	4	0.00125
2001	4	0.00125
2002	4	0.00125
2003	4	0.00125
2004	4	0.00125
2005	4	0.00125
2006	4	0.00125
2007	4	0.00125
2008	4	0.00125
2009	4	0.00125
2010	4	0.00125
2011	4	0.00125
2012	4	0.00125
2013	4	0.00125
2014	4	0.00125
2015	4	0.00125
2016	4	0.00125
2017	4	0.00125
2018	4	0.00125
2019	4	0.00125
2020	4	0.00125
2021	4	0.00125
2022	4	0.00125
2023	4	0.00125
2024	4	0.00125
2025	4	0.00125
2026	4	0.00125
2027	4	0.00125
2028	4	0.00125
2029	4	0.00125
2030	4	0.00125
2031	4	0.00125
2032	4	0.00125
2033	4	0.00125
2034	4	0.00125
2035	4	0.00125
2036	4	0.00125
2037	4	0.00125
2038	4	0.00125
2039	4	0.00125
2040	4	0.00125
2041	4	0.00125
2042	4	0.00125
2043	4	0.00125
2044	4	0.00125
2045	4	0.00125
2046	4	0.00125
2047	4	0.00125
2048	4	0.00125
2049	4	0.00125
2050	4	0.00125
2051	4	0.00125
2052	4	0.00125
2053	4	0.00125
2054	4	0.00125
2055	4	0.00125
2056	4	0.00125
2057	4	0.00125
2058	4	0.00125
2059	4	0.00125
2060	4	0.00125
2061	4	0.00125
2062	4	0.00125
2063	4	0.00125
2064	4	0.00125
2065	4	0.00125
2066	4	0.00125
2067	4	0.00125
2068	4	0.00125
2069	4	0.00125
2070	4	0.00125
2071	4	0.00125
2072	4	0.00125
2073	4	0.00125
2074	4	0.00125
2075	4	0.00125
2076	4	0.00125
2077	4	0.00125
2078	4	0.00125
2079	4	0.00125
2080	4	0.00125
2081	4	0.00125
2082	4	0.00125
2083	4	0.00125
2084	4	0.00125
2085	4	0.00125
2086	4	0.00125
2087	4	0.00125
2088	4	0.00125
2089	4	0.00125
2090	4	0.00125
2091	4	0.00125
2092	4	0.00125
2093	4	0.00125
2094	4	0.00125
2095	4	0.00125
2096	4	0.00125
2097	4	0.00125
2098	4	0.00125
2099	4	0.00125
2100	4	0.00125
2101	4	0.00125
2102	4	0.00125
2103	4	0.00125
2104	4	0.00125
2105	4	0.00125
2106	4	0.00125
2107	4	0.00125
2108	4	0.00125
2109	4	0.00125
2110	4	0.00125
2111	4	0.00125
2112	4	0.00125
2113	4	0.00125
2114	4	0.00125
2115	4	0.00125
2116	4	0.00125
2117	4	0.00125
2118	4	0.00125
2119	4	0.00125
2120	4	0.00125
2121	4	0.00125
2122	4	0.00125
2123	4	0.00125
2124	4	0.00125
2125	4	0.00125
2126	4	0.00125
2127	4	0.00125
2128	4	0.00125
2129	4	0.00125
2130	4	0.00125
2131	4	0.00125
2132	4	0.00125
2133	4	0.00125
2134	4	0.00125
2135	4	0.00125
2136	4	0.00125
2137	4	0.00125
2138	4	0.00125
2139	4	0.00125
2140	4	0.00125
2141	4	0.00125
2142	4	0.00125
2143	4	0.00125
2144	4	0.00125
2145	4	0.00125
2146	4	0.00125
2147	4	0.00125
2148	4	0.00125
2149	4	0.00125
2150	4	0.00125
2151	4	0.00125
2152	4	0.00125
2153	4	0.00125
2154	4	0.00125
2155	4	0.00125
2156	4	0.00125
2157	4	0.00125
2158	4	0.00125
2159	4	0.00125
2160	4	0.00125
2161	4	0.00125
2162	4	0.00125
2163	4	0.00125
2164	4	0.00125
2165	4	0.00125
2166	4	0.00125
2167	4	0.00125
2168	4	0.00125
2169	4	0.00125
2170	4	0.00125
2171	4	0.00125
2172	4	0.00125
2173	4	0.00125
2174	4	0.00125
2175	4	0.00125
2176	4	0.00125
2177	4	0.00125
2178	4	0.00125
2179	4	0.00125
2180	4	0.00125
2181	4	0.00125
2182	4	0.00125
2183	4	0.00125
2184	4	0.00125
2185	4	0.00125
2186	4	0.00125
2187	4	0.00125
2188	4	0.00125
2189	4	0.00125
2190	4	0.00125
2191	4	0.00125
2192	4	0.00125
2193	4	0.00125
2194	4	0.00125
2195	4	0.00125
2196	4	0.00125
2197	4	0.00125
2198	4	0.00125
2199	4	0.00125
2200	4	0.00125
2201	4	0.00125
2202	4	0.00125
2203	4	0.00125
2204	4	0.00125
2205	4	0.00125
2206	4	0.00125
2207	4	0.00125
2208	4	0.00125
2209	4	0.00125
2210	4	0.00125
2211	4	0.00125
2212	4	0.00125
2213	4	0.00125
2214	4	0.00125
2215	4	0.00125
2216	4	0.00125
2217	4	0.00125
2218	4	0.00125
2219	4	0.00125
2220	4	0.00125
2221	4	0.00125
2222	4	0.00125
2223	4	0.00125
2224	4	0.00125
2225	4	0.00125
2226	4	0.00125
2227	4	0.00125
2228	4	0.00125
2229	4	0.00125
2230	4	0.00125
2231	4	0.00125
2232	4	0.00125
2233	4	0.00125
2234	4	0.00125
2235	4	0.00125
2236	4	0.00125
2237	4	0.00125
2238	4	0.00125
2239	4	0.00125
2240	4	0.00125
2241	4	0.00125
2242	4	0.00125
2243	4	0.00125
2244	4	0.00125
2245	4	0.00125
2246	4	0.00125
2247	4	0.00125
2248	4	0.00125
2249	4	0.00125
2250	4	0.00125
2251	4	0.00125
2252	4	0.00125
2253	4	0.00125
2254	4	0.00125
2255	4	0.00125
2256	4	0.00125
2257	4	0.00125
2258	4	0.00125
2259	4	0.00125
2260	4	0.00125
2261	4	0.00125
2262	3	0.00094
2263	3	0.00094
2264	3	0.00094
2265	3	0.00094
2266	3	0.00094
2267	3	0.00094
2268	3	0.00094
2269	3	0.00094
2270	3	0.00094
2271	3	0.00094
2272	3	0.00094
2273	3	0.00094
2274	3	0.00094
2275	3	0.00094
2276	3	0.00094
2277	3	0.00094
2278	3	0.00094
2279	3	0.00094
2280	3	0.00094
2281	3	0.00094
2282	3	0.00094
2283	3	0.00094
2284	3	0.00094
2285	3	0.00094
2286	3	0.00094
2287	3	0.00094
2288	3	0.00094
2289	3	0.00094
2290	3	0.00094
2291	3	0.00094
2292	3	0.00094
2293	3	0.00094
2294	3	0.00094
2295	3	0.00094
2296	3	0.00094
2297	3	0.00094
2298	3	0.00094
2299	3	0.00094
2300	3	0.00094
2301	3	0.00094
2302	3	0.00094
2303	3	0.00094
2304	3	0.00094
2305	3	0.00094
2306	3	0.00094
2307	3	0.00094
2308	3	0.00094
2309	3	0.00094
2310	3	0.00094
2311	3	0.00094
2312	3	0.00094
2313	3	0.00094
2314	3	0.00094
2315	3	0.00094
2316	3	0.00094
2317	3	0.00094
2318	3	0.00094
2319	3	0.00094
2320	3	0.00094
2321	3	0.00094
2322	3	0.00094
2323	3	0.00094
2324	3	0.00094
2325	3	0.00094
2326	3	0.00094
2327	3	0.00094
2328	3	0.00094
2329	3	0.00094
2330	3	0.00094
2331	3	0.00094
2332	3	0.00094
2333	3	0.00094
2334	3	0.00094
2335	3	0.00094
2336	3	0.00094
2337	3	0.00094
2338	3	0.00094
2339	3	0.00094
2340	3	0.00094
2341	3	0.00094
2342	3	0.00094
2343	3	0.00094
2344	3	0.00094
2345	3	0.00094
2346	3	0.00094
2347	3	0.00094
2348	3	0.00094
2349	3	0.00094
2350	3	0.00094
2351	3	0.00094
2352	3	0.00094
2353	3	0.00094
2354	3	0.00094
2355	3	0.00094
2356	3	0.00094
2357	3	0.00094
2358	3	0.00094
2359	3	0.00094
2360	3	0.00094
2361	3	0.00094
2362	3	0.00094
2363	3	0.00094
2364	3	0.00094
2365	3	0.00094
2366	3	0.00094
2367	3	0.00094
2368	3	0.00094
2369	3	0.00094
2370	3	0.00094
2371	3	0.00094
2372	3	0.00094
2373	3	0.00094
2374	3	0.00094
2375	3	0.00094
2376	3	0.00094
2377	3	0.00094
2378	3	0.00094
2379	3	0.00094
2380	3	0.00094
2381	3	0.00094
2382	3	0.00094
2383	3	0.00094
2384	3	0.00094
2385	3	0.00094
2386	3	0.00094
2387	3	0.00094
2388	3	0.00094
2389	3	0.00094
2390	3	0.00094
2391	3	0.00094
2392	3	0.00094
2393	3	0.00094
2394	3	0.00094
2395	3	0.00094
2396	3	0.00094
2397	3	0.00094
2398	3	0.00094
2399	3	0.00094
2400	3	0.00094
2401	3	0.00094
2402	3	0.00094
2403	3	0.00094
2404	3	0.00094
2405	3	0.00094
2406	3	0.00094
2407	3	0.00094
2408	3	0.00094
2409	3	0.00094
2410	3	0.00094
2411	3	0.00094
2412	3	0.00094
2413	3	0.00094
2414	3	0.00094
2415	3	0.00094
2416	3	0.00094
2417	3	0.00094
2418	3	0.00094
2419	3	0.00094
2420	3	0.00094
2421	3	0.00094
2422	3	0.00094
2423	3	0.00094
2424	3	0.00094
2425	3	0.00094
2426	3	0.00094
2427	3	0.00094
2428	3	0.00094
2429	3	0.00094
2430	3	0.00094
2431	3	0.00094
2432	3	0.00094
2433	3	0.00094
2434	3	0.00094
2435	3	0.00094
2436	3	0.00094
2437	3	0.00094
2438	3	0.00094
2439	3	0.00094
2440	3	0.00094
2441	3	0.00094
2442	3	0.00094
2443	3	0.00094
2444	3	0.00094
2445	3	0.00094
2446	3	0.00094
2447	3	0.00094
2448	3	0.00094
2449	3	0.00094
2450	3	0.00094
2451	3	0.00094
2452	3	0.00094
2453	3	0.00094
2454	3	0.00094
2455	3	0.00094
2456	3	0.00094
2457	3	0.00094
2458	3	0.00094
2459	3	0.00094
2460	3	0.00094
2461	3	0.00094
2462	3	0.00094
2463	3	0.00094
2464	3	0.00094
2465	3	0.00094
2466	3	0.00094
2467	3	0.00094
2468	3	0.00094
2469	3	0.00094
2470	3	0.00094
2471	3	0.00094
2472	3	0.00094
2473	3	0.00094
2474	3	0.00094
2475	3	0.00094
2476	3	0.00094
2477	3	0.00094
2478	3	0.00094
2479	3	0.00094
2480	3	0.00094
2481	3	0.00094
2482	3	0.00094
2483	3	0.00094
2484	3	0.00094
2485	3	0.00094
2486	3	0.00094
2487	3	0.00094
2488	3	0.00094
2489	3	0.00094
2490	3	0.00094
2491	3	0.00094
2492	3	0.00094
2493	3	0.00094
2494	3	0.00094
2495	3	0.00094
2496	3	0.00094
2497	3	0.00094
2498	3	0.00094
2499	3	0.00094
2500	3	0.00094
2501	3	0.00094
2502	3	0.00094
2503	3	0.00094
2504	3	0.00094
2505	3	0.00094
2506	3	0.00094
2507	3	0.00094
2508	3	0.00094
2509	3	0.00094
2510	3	0.00094
2511	3	0.00094
2512	3	0.00094
2513	3	0.00094
2514	3	0.00094
2515	3	0.00094
2516	3	0.00094
2517	3	0.00094
2518	3	0.00094
2519	3	0.00094
2520	3	0.00094
2521	3	0.00094
2522	3	0.00094
2523	3	0.00094
2524	3	0.00094
2525	3	0.00094
2526	3	0.00094
2527	3	0.00094
2528	3	0.00094
2529	3	0.00094
2530	3	0.00094
2531	3	0.00094
2532	3	0.00094
2533	3	0.00094
2534	3	0.00094
2535	3	0.00094
2536	3	0.00094
2537	3	0.00094
2538	3	0.00094
2539	3	0.00094
2540	3	0.00094
2541	3	0.00094
2542	3	0.00094
2543	3	0.00094
2544	3	0.00094
2545	3	0.00094
2546	3	0.00094
2547	3	0.00094
2548	3	0.00094
2549	3	0.00094
2550	3	0.00094
2551	3	0.00094
2552	3	0.00094
2553	3	0.00094
2554	3	0.00094
2555	3	0.00094
2556	3	0.00094
2557	3	0.00094
2558	3	0.00094
2559	3	0.00094
2560	3	0.00094
2561	3	0.00094
2562	3	0.00094
2563	3	0.00094
2564	3	0.00094
2565	3	0.00094
2566	3	0.00094
2567	3	0.00094
2568	3	0.00094
2569	3	0.00094
2570	3	0.00094
2571	3	0.00094
2572	3	0.00094
2573	3	0.00094
2574	3	0.00094
2575	3	0.00094
2576	3	0.00094
2577	3	0.00094
2578	3	0.00094
2579	3	0.00094
2580	3	0.00094
2581	3	0.00094
2582	3	0.00094
2583	3	0.00094
2584	3	0.00094
2585	3	0.00094
2586	3	0.00094
2587	3	0.00094
2588	3	0.00094
2589	3	0.00094
2590	3	0.00094
2591	3	0.00094
2592	3	0.00094
2593	3	0.00094
2594	3	0.00094
2595	3	0.00094
2596	3	0.00094
2597	3	0.00094
2598	3	0.00094
2599	3	0.00094
2600	3	0.00094
2601	3	0.00094
2602	3	0.00094
2603	3	0.00094
2604	3	0.00094
2605	3	0.00094
2606	3	0.00094
2607	3	0.00094
2608	3	0.00094
2609	3	0.00094
2610	3	0.00094
2611	3	0.00094
2612	3	0.00094
2613	3	0.00094
2614	3	0.00094
2615	3	0.00094
2616	3	0.00094
2617	3	0.00094
2618	3	0.00094
2619	3	0.00094
2620	3	0.00094
2621	3	0.00094
2622	3	0.00094
2623	3	0.00094
2624	3	0.00094
2625	3	0.00094
2626	3	0.00094
2627	3	0.00094
2628	3	0.00094
2629	3	0.00094
2630	3	0.00094
2631	3	0.00094
2632	3	0.00094
2633	3	0.00094
2634	3	0.00094
2635	3	0.00094
2636	3	0.00094
2637	3	0.00094
2638	3	0.00094
2639	3	0.00094
2640	3	0.00094
2641	3	0.00094
2642	3	0.00094
2643	3	0.00094
2644	3	0.00094
2645	3	0.00094
2646	3	0.00094
2647	3	0.00094
2648	3	0.00094
2649	3	0.00094
2650	3	0.00094
2651	3	0.00094
2652	3	0.00094
2653	3	0.00094
2654	3	0.00094
2655	3	0.00094
2656	3	0.00094
2657	3	0.00094
2658	3	0.00094
2659	3	0.00094
2660	3	0.00094
2661	3	0.00094
2662	3	0.00094
2663	3	0.00094
2664	3	0.00094
2665	3	0.00094
2666	3	0.00094
2667	3	0.00094
2668	3	0.00094
2669	3	0.00094
2670	3	0.00094
2671	3	0.00094
2672	3	0.00094
2673	3	0.00094
2674	3	0.00094
2675	3	0.00094
2676	3	0.00094
2677	3	0.00094
2678	3	0.00094
2679	3	0.00094
2680	3	0.00094
2681	3	0.00094
2682	3	0.00094
2683	3	0.00094
2684	3	0.00094
2685	3	0.00094
2686	3	0.00094
2687	3	0.00094
2688	3	0.00094
2689	3	0.00094
2690	3	0.00094
2691	3	0.00094
2692	3	0.00094
2693	3	0.00094
2694	3	0.00094
2695	3	0.00094
2696	3	0.00094
2697	3	0.00094
2698	3	0.00094
2699	3	0.00094
2700	3	0.00094
2701	3	0.00094
2702	3	0.00094
2703	3	0.00094
2704	3	0.00094
2705	3	0.00094
2706	3	0.00094
2707	3	0.00094
2708	3	0.00094
2709	3	0.00094
2710	3	0.00094
2711	3	0.00094
2712	3	0.00094
2713	3	0.00094
2714	3	0.00094
2715	3	0.00094
2716	3	0.00094
2717	3	0.00094
2718	3	0.00094
2719	3	0.00094
2720	3	0.00094
2721	3	0.00094
2722	3	0.00094
2723	3	0.00094
2724	3	0.00094
2725	3	0.00094
2726	3	0.00094
2727	3	0.00094
2728	3	0.00094
2729	3	0.00094
2730	3	0.00094
2731	3	0.00094
2732	3	0.00094
2733	3	0.00094
2734	3	0.00094
2735	3	0.00094
2736	3	0.00094
2737	3	0.00094
2738	3	0.00094
2739	3	0.00094
2740	3	0.00094
2741	3	0.00094
2742	3	0.00094
2743	3	0.00094
2744	3	0.00094
2745	3	0.00094
2746	3	0.00094
2747	3	0.00094
2748	3	0.00094
2749	3	0.00094
2750	3	0.00094
2751	3	0.00094
2752	3	0.00094
2753	3	0.00094
2754	3	0.00094
2755	3	0.00094
2756	3	0.00094
2757	3	0.00094
2758	3	0.00094
2759	3	0.00094
2760	3	0.00094
2761	3	0.00094
2762	3	0.00094
2763	3	0.00094
2764	3	0.00094
2765	3	0.00094
2766	3	0.00094
2767	3	0.00094
2768	3	0.00094
2769	3	0.00094
2770	3	0.00094
2771	3	0.00094
2772	3	0.00094
2773	3	0.00094
2774	3	0.00094
2775	3	0.00094
2776	3	0.00094
2777	3	0.00094
2778	3	0.00094
2779	3	0.00094
2780	3	0.00094
2781	3	0.00094
2782	3	0.00094
2783	3	0.00094
2784	3	0.00094
2785	3	0.00094
2786	3	0.00094
2787	3	0.00094
2788	3	0.00094
2789	3	0.00094
2790	3	0.00094
2791	3	0.00094
2792	3	0.00094
2793	3	0.00094
2794	3	0.00094
2795	3	0.00094
2796	3	0.00094
2797	3	0.00094
2798	3	0.00094
2799	3	0.00094
2800	3	0.00094
2801	3	0.00094
2802	3	0.00094
2803	3	0.00094
2804	3	0.00094
2805	3	0.00094
2806	3	0.00094
2807	3	0.00094
2808	3	0.00094
2809	3	0.00094
2810	3	0.00094
2811	3	0.00094
2812	3	0.00094
2813	3	0.00094
2814	3	0.00094
2815	3	0.00094
2816	3	0.00094
2817	3	0.00094
2818	3	0.00094
2819	3	0.00094
2820	3	0.00094
2821	3	0.00094
2822	3	0.00094
2823	3	0.00094
2824	3	0.00094
2825	3	0.00094
2826	3	0.00094
2827	3	0.00094
2828	3	0.00094
2829	3	0.00094
2830	3	0.00094
2831	3	0.00094
2832	3	0.00094
2833	3	0.00094
2834	3	0.00094
2835	3	0.00094
2836	3	0.00094
2837	3	0.00094
2838	3	0.00094
2839	3	0.00094
2840	3	0.00094
2841	3	0.00094
2842	3	0.00094
2843	3	0.00094
2844	3	0.00094
2845	3	0.00094
2846	3	0.00094
2847	3	0.00094
2848	3	0.00094
2849	3	0.00094
2850	3	0.00094
2851	3	0.00094
2852	3	0.00094
2853	3	0.00094
2854	3	0.00094
2855	3	0.00094
2856	3	0.00094
2857	3	0.00094
2858	3	0.00094
2859	3	0.00094
2860	3	0.00094
2861	3	0.00094
2862	3	0.00094
2863	3	0.00094
2864	3	0.00094
2865	3	0.00094
2866	3	0.00094
2867	3	0.00094
2868	3	0.00094
2869	3	0.00094
2870	3	0.00094
2871	3	0.00094
2872	3	0.00094
2873	3	0.00094
2874	3	0.00094
2875	3	0.00094
2876	3	0.00094
2877	3	0.00094
2878	3	0.00094
2879	3	0.00094
2880	3	0.00094
2881	3	0.00094
2882	3	0.00094
2883	3	0.00094
2884	3	0.00094
2885	3	0.00094
2886	3	0.00094
2887	3	0.00094
2888	3	0.00094
2889	3	0.00094
2890	3	0.00094
2891	3	0.00094
