minTotal value	# of included sequences	% of included sequences
2888	3	0.00084
2889	3	0.00084
2890	3	0.00084
2891	3	0.00084
2892	3	0.00084
2893	3	0.00084
2894	3	0.00084
2895	3	0.00084
2896	3	0.00084
2897	3	0.00084
2898	3	0.00084
2899	3	0.00084
2900	3	0.00084
2901	3	0.00084
2902	3	0.00084
2903	3	0.00084
2904	3	0.00084
2905	3	0.00084
2906	3	0.00084
2907	3	0.00084
2908	3	0.00084
2909	3	0.00084
2910	3	0.00084
2911	3	0.00084
2912	3	0.00084
2913	3	0.00084
2914	3	0.00084
2915	3	0.00084
2916	3	0.00084
2917	3	0.00084
2918	3	0.00084
2919	3	0.00084
2920	3	0.00084
2921	3	0.00084
2922	3	0.00084
2923	3	0.00084
2924	3	0.00084
2925	3	0.00084
2926	3	0.00084
2927	3	0.00084
2928	3	0.00084
2929	3	0.00084
2930	3	0.00084
2931	3	0.00084
2932	3	0.00084
2933	3	0.00084
2934	3	0.00084
2935	3	0.00084
2936	3	0.00084
2937	3	0.00084
2938	3	0.00084
2939	3	0.00084
2940	3	0.00084
2941	3	0.00084
2942	3	0.00084
2943	3	0.00084
2944	3	0.00084
2945	3	0.00084
2946	3	0.00084
2947	3	0.00084
2948	3	0.00084
2949	3	0.00084
2950	3	0.00084
2951	3	0.00084
2952	3	0.00084
2953	3	0.00084
2954	3	0.00084
2955	3	0.00084
2956	3	0.00084
2957	3	0.00084
2958	3	0.00084
2959	3	0.00084
2960	3	0.00084
2961	3	0.00084
2962	3	0.00084
2963	3	0.00084
2964	3	0.00084
2965	3	0.00084
2966	3	0.00084
2967	3	0.00084
2968	3	0.00084
2969	3	0.00084
2970	3	0.00084
2971	3	0.00084
2972	3	0.00084
2973	3	0.00084
2974	3	0.00084
2975	3	0.00084
2976	3	0.00084
2977	3	0.00084
2978	3	0.00084
2979	3	0.00084
2980	3	0.00084
2981	3	0.00084
2982	3	0.00084
2983	3	0.00084
2984	3	0.00084
2985	3	0.00084
2986	3	0.00084
2987	3	0.00084
2988	3	0.00084
2989	3	0.00084
2990	3	0.00084
2991	3	0.00084
2992	3	0.00084
2993	3	0.00084
2994	3	0.00084
2995	3	0.00084
2996	3	0.00084
2997	3	0.00084
2998	3	0.00084
2999	3	0.00084
3000	3	0.00084
3001	2	0.00056
3002	2	0.00056
3003	2	0.00056
3004	2	0.00056
3005	2	0.00056
3006	2	0.00056
3007	2	0.00056
3008	2	0.00056
3009	2	0.00056
3010	2	0.00056
3011	2	0.00056
3012	2	0.00056
3013	2	0.00056
3014	2	0.00056
3015	2	0.00056
3016	2	0.00056
3017	2	0.00056
3018	2	0.00056
3019	2	0.00056
3020	2	0.00056
3021	2	0.00056
3022	2	0.00056
3023	2	0.00056
3024	2	0.00056
3025	2	0.00056
3026	2	0.00056
3027	2	0.00056
3028	2	0.00056
3029	2	0.00056
3030	2	0.00056
3031	2	0.00056
3032	2	0.00056
3033	2	0.00056
3034	2	0.00056
3035	2	0.00056
3036	2	0.00056
3037	2	0.00056
3038	2	0.00056
3039	2	0.00056
3040	2	0.00056
3041	2	0.00056
3042	2	0.00056
3043	2	0.00056
3044	2	0.00056
3045	2	0.00056
3046	2	0.00056
3047	2	0.00056
3048	2	0.00056
3049	2	0.00056
3050	2	0.00056
3051	2	0.00056
3052	2	0.00056
3053	2	0.00056
3054	2	0.00056
3055	2	0.00056
3056	2	0.00056
3057	2	0.00056
3058	2	0.00056
3059	2	0.00056
3060	2	0.00056
3061	2	0.00056
3062	2	0.00056
3063	2	0.00056
3064	2	0.00056
3065	2	0.00056
3066	2	0.00056
3067	2	0.00056
3068	2	0.00056
3069	2	0.00056
3070	2	0.00056
3071	2	0.00056
3072	2	0.00056
3073	2	0.00056
3074	2	0.00056
3075	2	0.00056
3076	2	0.00056
3077	2	0.00056
3078	2	0.00056
3079	2	0.00056
3080	2	0.00056
3081	2	0.00056
3082	2	0.00056
3083	2	0.00056
3084	2	0.00056
3085	2	0.00056
3086	2	0.00056
3087	2	0.00056
3088	2	0.00056
3089	2	0.00056
3090	2	0.00056
3091	2	0.00056
3092	2	0.00056
3093	2	0.00056
3094	2	0.00056
3095	2	0.00056
3096	2	0.00056
3097	2	0.00056
3098	2	0.00056
3099	2	0.00056
3100	2	0.00056
3101	2	0.00056
3102	2	0.00056
3103	2	0.00056
3104	2	0.00056
3105	2	0.00056
3106	2	0.00056
3107	2	0.00056
3108	2	0.00056
3109	1	0.00028
3110	1	0.00028
3111	1	0.00028
3112	1	0.00028
3113	1	0.00028
3114	1	0.00028
3115	1	0.00028
3116	1	0.00028
3117	1	0.00028
3118	1	0.00028
3119	1	0.00028
3120	1	0.00028
3121	1	0.00028
3122	1	0.00028
3123	1	0.00028
3124	1	0.00028
3125	1	0.00028
3126	1	0.00028
3127	1	0.00028
3128	1	0.00028
3129	1	0.00028
3130	1	0.00028
3131	1	0.00028
3132	1	0.00028
3133	1	0.00028
3134	1	0.00028
3135	1	0.00028
3136	1	0.00028
3137	1	0.00028
3138	1	0.00028
3139	1	0.00028
3140	1	0.00028
3141	1	0.00028
3142	1	0.00028
3143	1	0.00028
3144	1	0.00028
3145	1	0.00028
3146	1	0.00028
3147	1	0.00028
3148	1	0.00028
3149	1	0.00028
3150	1	0.00028
3151	1	0.00028
3152	1	0.00028
3153	1	0.00028
3154	1	0.00028
3155	1	0.00028
3156	1	0.00028
3157	1	0.00028
3158	1	0.00028
3159	1	0.00028
3160	1	0.00028
3161	1	0.00028
3162	1	0.00028
3163	1	0.00028
3164	1	0.00028
3165	1	0.00028
3166	1	0.00028
3167	1	0.00028
3168	1	0.00028
3169	1	0.00028
3170	1	0.00028
3171	1	0.00028
3172	1	0.00028
3173	1	0.00028
3174	1	0.00028
3175	1	0.00028
3176	1	0.00028
3177	1	0.00028
3178	1	0.00028
3179	1	0.00028
3180	1	0.00028
3181	1	0.00028
3182	1	0.00028
3183	1	0.00028
3184	1	0.00028
3185	1	0.00028
3186	1	0.00028
3187	1	0.00028
3188	1	0.00028
3189	1	0.00028
3190	1	0.00028
3191	1	0.00028
3192	1	0.00028
3193	1	0.00028
3194	1	0.00028
3195	1	0.00028
3196	1	0.00028
3197	1	0.00028
3198	1	0.00028
3199	1	0.00028
3200	1	0.00028
3201	1	0.00028
3202	1	0.00028
3203	1	0.00028
3204	1	0.00028
3205	1	0.00028
3206	1	0.00028
3207	1	0.00028
3208	1	0.00028
3209	1	0.00028
3210	1	0.00028
3211	1	0.00028
3212	1	0.00028
3213	1	0.00028
3214	1	0.00028
3215	1	0.00028
3216	1	0.00028
3217	1	0.00028
3218	1	0.00028
3219	1	0.00028
3220	1	0.00028
3221	1	0.00028
3222	1	0.00028
3223	1	0.00028
3224	1	0.00028
3225	1	0.00028
3226	1	0.00028
3227	1	0.00028
3228	1	0.00028
3229	1	0.00028
3230	1	0.00028
3231	1	0.00028
3232	1	0.00028
3233	1	0.00028
3234	1	0.00028
3235	1	0.00028
3236	1	0.00028
3237	1	0.00028
3238	1	0.00028
3239	1	0.00028
3240	1	0.00028
3241	1	0.00028
3242	1	0.00028
3243	1	0.00028
3244	1	0.00028
3245	1	0.00028
3246	1	0.00028
3247	1	0.00028
3248	1	0.00028
3249	1	0.00028
3250	1	0.00028
3251	1	0.00028
3252	1	0.00028
3253	1	0.00028
3254	1	0.00028
3255	1	0.00028
3256	1	0.00028
3257	1	0.00028
3258	1	0.00028
3259	1	0.00028
3260	1	0.00028
3261	1	0.00028
3262	1	0.00028
3263	1	0.00028
3264	1	0.00028
3265	1	0.00028
3266	1	0.00028
3267	1	0.00028
3268	1	0.00028
3269	1	0.00028
3270	1	0.00028
3271	1	0.00028
3272	1	0.00028
3273	1	0.00028
3274	1	0.00028
3275	1	0.00028
3276	1	0.00028
3277	1	0.00028
3278	1	0.00028
3279	1	0.00028
3280	1	0.00028
3281	1	0.00028
3282	1	0.00028
3283	1	0.00028
3284	1	0.00028
3285	1	0.00028
3286	1	0.00028
3287	1	0.00028
3288	1	0.00028
3289	1	0.00028
3290	1	0.00028
3291	1	0.00028
3292	1	0.00028
3293	1	0.00028
3294	1	0.00028
3295	1	0.00028
3296	1	0.00028
3297	1	0.00028
3298	1	0.00028
3299	1	0.00028
3300	1	0.00028
3301	1	0.00028
3302	1	0.00028
3303	1	0.00028
3304	1	0.00028
3305	1	0.00028
3306	1	0.00028
3307	1	0.00028
3308	1	0.00028
3309	1	0.00028
3310	1	0.00028
3311	1	0.00028
3312	1	0.00028
3313	1	0.00028
3314	1	0.00028
3315	1	0.00028
3316	1	0.00028
3317	1	0.00028
3318	1	0.00028
3319	1	0.00028
3320	1	0.00028
3321	1	0.00028
3322	1	0.00028
3323	1	0.00028
3324	1	0.00028
3325	1	0.00028
3326	1	0.00028
3327	1	0.00028
3328	1	0.00028
3329	1	0.00028
3330	1	0.00028
3331	1	0.00028
3332	1	0.00028
3333	1	0.00028
3334	1	0.00028
3335	1	0.00028
3336	1	0.00028
3337	1	0.00028
3338	1	0.00028
3339	1	0.00028
3340	1	0.00028
3341	1	0.00028
3342	1	0.00028
3343	1	0.00028
3344	1	0.00028
3345	1	0.00028
3346	1	0.00028
3347	1	0.00028
3348	1	0.00028
3349	1	0.00028
3350	1	0.00028
3351	1	0.00028
3352	1	0.00028
3353	1	0.00028
3354	1	0.00028
3355	1	0.00028
3356	1	0.00028
3357	1	0.00028
3358	1	0.00028
3359	1	0.00028
3360	1	0.00028
3361	1	0.00028
3362	1	0.00028
3363	1	0.00028
3364	1	0.00028
3365	1	0.00028
3366	1	0.00028
3367	1	0.00028
3368	1	0.00028
3369	1	0.00028
3370	1	0.00028
3371	1	0.00028
3372	1	0.00028
3373	1	0.00028
3374	1	0.00028
3375	1	0.00028
3376	1	0.00028
3377	1	0.00028
3378	1	0.00028
3379	1	0.00028
3380	1	0.00028
3381	1	0.00028
3382	1	0.00028
3383	1	0.00028
3384	1	0.00028
3385	1	0.00028
3386	1	0.00028
3387	1	0.00028
3388	1	0.00028
3389	1	0.00028
3390	1	0.00028
3391	1	0.00028
3392	1	0.00028
3393	1	0.00028
3394	1	0.00028
3395	1	0.00028
3396	1	0.00028
3397	1	0.00028
3398	1	0.00028
3399	1	0.00028
3400	1	0.00028
3401	1	0.00028
3402	1	0.00028
3403	1	0.00028
3404	1	0.00028
3405	1	0.00028
3406	1	0.00028
3407	1	0.00028
3408	1	0.00028
3409	1	0.00028
3410	1	0.00028
3411	1	0.00028
3412	1	0.00028
3413	1	0.00028
3414	1	0.00028
3415	1	0.00028
3416	1	0.00028
3417	1	0.00028
3418	1	0.00028
3419	1	0.00028
3420	1	0.00028
3421	1	0.00028
3422	1	0.00028
3423	1	0.00028
3424	1	0.00028
3425	1	0.00028
3426	1	0.00028
3427	1	0.00028
3428	1	0.00028
3429	1	0.00028
3430	1	0.00028
3431	1	0.00028
3432	1	0.00028
3433	1	0.00028
3434	1	0.00028
3435	1	0.00028
3436	1	0.00028
3437	1	0.00028
3438	1	0.00028
3439	1	0.00028
3440	1	0.00028
3441	1	0.00028
3442	1	0.00028
3443	1	0.00028
3444	1	0.00028
3445	1	0.00028
3446	1	0.00028
3447	1	0.00028
3448	1	0.00028
3449	1	0.00028
3450	1	0.00028
3451	1	0.00028
3452	1	0.00028
3453	1	0.00028
3454	1	0.00028
3455	1	0.00028
3456	1	0.00028
3457	1	0.00028
3458	1	0.00028
3459	1	0.00028
3460	1	0.00028
3461	1	0.00028
3462	1	0.00028
3463	1	0.00028
3464	1	0.00028
3465	1	0.00028
3466	1	0.00028
3467	1	0.00028
3468	1	0.00028
3469	1	0.00028
3470	1	0.00028
3471	1	0.00028
3472	1	0.00028
3473	1	0.00028
3474	1	0.00028
3475	1	0.00028
3476	1	0.00028
3477	1	0.00028
3478	1	0.00028
3479	1	0.00028
3480	1	0.00028
3481	1	0.00028
3482	1	0.00028
3483	1	0.00028
3484	1	0.00028
3485	1	0.00028
3486	1	0.00028
3487	1	0.00028
3488	1	0.00028
3489	1	0.00028
3490	1	0.00028
3491	1	0.00028
3492	1	0.00028
3493	1	0.00028
3494	1	0.00028
3495	1	0.00028
3496	1	0.00028
3497	1	0.00028
3498	1	0.00028
3499	1	0.00028
3500	1	0.00028
3501	1	0.00028
3502	1	0.00028
3503	1	0.00028
3504	1	0.00028
3505	1	0.00028
3506	1	0.00028
3507	1	0.00028
3508	1	0.00028
3509	1	0.00028
3510	1	0.00028
3511	1	0.00028
3512	1	0.00028
3513	1	0.00028
3514	1	0.00028
3515	1	0.00028
3516	1	0.00028
3517	1	0.00028
3518	1	0.00028
3519	1	0.00028
3520	1	0.00028
3521	1	0.00028
3522	1	0.00028
3523	1	0.00028
3524	1	0.00028
3525	1	0.00028
3526	1	0.00028
3527	1	0.00028
3528	1	0.00028
3529	1	0.00028
3530	1	0.00028
3531	1	0.00028
3532	1	0.00028
3533	1	0.00028
3534	1	0.00028
3535	1	0.00028
3536	1	0.00028
3537	1	0.00028
3538	1	0.00028
3539	1	0.00028
3540	1	0.00028
3541	1	0.00028
3542	1	0.00028
3543	1	0.00028
3544	1	0.00028
3545	1	0.00028
3546	1	0.00028
3547	1	0.00028
3548	1	0.00028
3549	1	0.00028
3550	1	0.00028
3551	1	0.00028
3552	1	0.00028
3553	1	0.00028
3554	1	0.00028
3555	1	0.00028
3556	1	0.00028
3557	1	0.00028
3558	1	0.00028
3559	1	0.00028
3560	1	0.00028
3561	1	0.00028
3562	1	0.00028
3563	1	0.00028
3564	1	0.00028
3565	1	0.00028
3566	1	0.00028
3567	1	0.00028
3568	1	0.00028
3569	1	0.00028
3570	1	0.00028
3571	1	0.00028
3572	1	0.00028
3573	1	0.00028
3574	1	0.00028
3575	1	0.00028
3576	1	0.00028
3577	1	0.00028
3578	1	0.00028
3579	1	0.00028
3580	1	0.00028
3581	1	0.00028
3582	1	0.00028
3583	1	0.00028
3584	1	0.00028
3585	1	0.00028
3586	1	0.00028
3587	1	0.00028
3588	1	0.00028
3589	1	0.00028
3590	1	0.00028
3591	1	0.00028
3592	1	0.00028
3593	1	0.00028
3594	1	0.00028
3595	1	0.00028
3596	1	0.00028
3597	1	0.00028
3598	1	0.00028
3599	1	0.00028
3600	1	0.00028
3601	1	0.00028
3602	1	0.00028
3603	1	0.00028
3604	1	0.00028
3605	1	0.00028
3606	1	0.00028
3607	1	0.00028
3608	1	0.00028
3609	1	0.00028
3610	1	0.00028
3611	1	0.00028
3612	1	0.00028
3613	1	0.00028
3614	1	0.00028
3615	1	0.00028
3616	1	0.00028
3617	1	0.00028
3618	1	0.00028
3619	1	0.00028
3620	1	0.00028
3621	1	0.00028
3622	1	0.00028
3623	1	0.00028
3624	1	0.00028
3625	1	0.00028
3626	1	0.00028
3627	1	0.00028
3628	1	0.00028
3629	1	0.00028
3630	1	0.00028
3631	1	0.00028
3632	1	0.00028
3633	1	0.00028
3634	1	0.00028
3635	1	0.00028
3636	1	0.00028
3637	1	0.00028
3638	1	0.00028
3639	1	0.00028
3640	1	0.00028
3641	1	0.00028
3642	1	0.00028
3643	1	0.00028
3644	1	0.00028
3645	1	0.00028
3646	1	0.00028
3647	1	0.00028
3648	1	0.00028
3649	1	0.00028
3650	1	0.00028
3651	1	0.00028
3652	1	0.00028
3653	1	0.00028
3654	1	0.00028
3655	1	0.00028
3656	1	0.00028
3657	1	0.00028
3658	1	0.00028
3659	1	0.00028
3660	1	0.00028
3661	1	0.00028
3662	1	0.00028
3663	1	0.00028
3664	1	0.00028
3665	1	0.00028
3666	1	0.00028
3667	1	0.00028
3668	1	0.00028
3669	1	0.00028
3670	1	0.00028
3671	1	0.00028
3672	1	0.00028
3673	1	0.00028
3674	1	0.00028
3675	1	0.00028
3676	1	0.00028
3677	1	0.00028
3678	1	0.00028
3679	1	0.00028
3680	1	0.00028
3681	1	0.00028
3682	1	0.00028
3683	1	0.00028
3684	1	0.00028
3685	1	0.00028
3686	1	0.00028
3687	1	0.00028
3688	1	0.00028
3689	1	0.00028
3690	1	0.00028
3691	1	0.00028
3692	1	0.00028
3693	1	0.00028
3694	1	0.00028
3695	1	0.00028
3696	1	0.00028
3697	1	0.00028
3698	1	0.00028
3699	1	0.00028
3700	1	0.00028
3701	1	0.00028
3702	1	0.00028
3703	1	0.00028
3704	1	0.00028
3705	1	0.00028
3706	1	0.00028
3707	1	0.00028
3708	1	0.00028
3709	1	0.00028
3710	1	0.00028
3711	1	0.00028
3712	1	0.00028
3713	1	0.00028
3714	1	0.00028
3715	1	0.00028
3716	1	0.00028
3717	1	0.00028
3718	1	0.00028
3719	1	0.00028
3720	1	0.00028
3721	1	0.00028
3722	1	0.00028
3723	1	0.00028
3724	1	0.00028
3725	1	0.00028
3726	1	0.00028
3727	1	0.00028
3728	1	0.00028
3729	1	0.00028
3730	1	0.00028
3731	1	0.00028
3732	1	0.00028
3733	1	0.00028
3734	1	0.00028
3735	1	0.00028
3736	1	0.00028
3737	1	0.00028
3738	1	0.00028
3739	1	0.00028
3740	1	0.00028
3741	1	0.00028
3742	1	0.00028
3743	1	0.00028
3744	1	0.00028
3745	1	0.00028
3746	1	0.00028
3747	1	0.00028
3748	1	0.00028
3749	1	0.00028
3750	1	0.00028
3751	1	0.00028
3752	1	0.00028
3753	1	0.00028
3754	1	0.00028
3755	1	0.00028
3756	1	0.00028
3757	1	0.00028
3758	1	0.00028
3759	1	0.00028
3760	1	0.00028
3761	1	0.00028
3762	1	0.00028
3763	1	0.00028
3764	1	0.00028
3765	1	0.00028
3766	1	0.00028
3767	1	0.00028
3768	1	0.00028
3769	1	0.00028
3770	1	0.00028
3771	1	0.00028
3772	1	0.00028
3773	1	0.00028
3774	1	0.00028
3775	1	0.00028
3776	1	0.00028
3777	1	0.00028
3778	1	0.00028
3779	1	0.00028
3780	1	0.00028
3781	1	0.00028
3782	1	0.00028
3783	1	0.00028
3784	1	0.00028
3785	1	0.00028
3786	1	0.00028
3787	1	0.00028
3788	1	0.00028
3789	1	0.00028
3790	1	0.00028
3791	1	0.00028
3792	1	0.00028
3793	1	0.00028
3794	1	0.00028
3795	1	0.00028
3796	1	0.00028
3797	1	0.00028
3798	1	0.00028
3799	1	0.00028
3800	1	0.00028
3801	1	0.00028
3802	1	0.00028
3803	1	0.00028
3804	1	0.00028
3805	1	0.00028
3806	1	0.00028
3807	1	0.00028
3808	1	0.00028
3809	1	0.00028
3810	1	0.00028
3811	1	0.00028
3812	1	0.00028
3813	1	0.00028
3814	1	0.00028
3815	1	0.00028
3816	1	0.00028
3817	1	0.00028
3818	1	0.00028
3819	1	0.00028
3820	1	0.00028
3821	1	0.00028
3822	1	0.00028
3823	1	0.00028
3824	1	0.00028
3825	1	0.00028
3826	1	0.00028
3827	1	0.00028
3828	1	0.00028
3829	1	0.00028
3830	1	0.00028
3831	1	0.00028
3832	1	0.00028
3833	1	0.00028
3834	1	0.00028
3835	1	0.00028
3836	1	0.00028
3837	1	0.00028
3838	1	0.00028
3839	1	0.00028
3840	1	0.00028
3841	1	0.00028
3842	1	0.00028
3843	1	0.00028
3844	1	0.00028
3845	1	0.00028
3846	1	0.00028
3847	1	0.00028
3848	1	0.00028
3849	1	0.00028
3850	1	0.00028
3851	1	0.00028
3852	1	0.00028
3853	1	0.00028
3854	1	0.00028
3855	1	0.00028
3856	1	0.00028
3857	1	0.00028
3858	1	0.00028
3859	1	0.00028
3860	1	0.00028
3861	1	0.00028
3862	1	0.00028
3863	1	0.00028
3864	1	0.00028
3865	1	0.00028
3866	1	0.00028
3867	1	0.00028
3868	1	0.00028
3869	1	0.00028
3870	1	0.00028
3871	1	0.00028
3872	1	0.00028
3873	1	0.00028
3874	1	0.00028
3875	1	0.00028
3876	1	0.00028
3877	1	0.00028
3878	1	0.00028
3879	1	0.00028
3880	1	0.00028
3881	1	0.00028
3882	1	0.00028
3883	1	0.00028
3884	1	0.00028
3885	1	0.00028
3886	1	0.00028
3887	1	0.00028
3888	1	0.00028
3889	1	0.00028
3890	1	0.00028
3891	1	0.00028
3892	1	0.00028
3893	1	0.00028
3894	1	0.00028
3895	1	0.00028
3896	1	0.00028
3897	1	0.00028
3898	1	0.00028
3899	1	0.00028
3900	1	0.00028
3901	1	0.00028
3902	1	0.00028
3903	1	0.00028
3904	1	0.00028
3905	1	0.00028
3906	1	0.00028
3907	1	0.00028
3908	1	0.00028
3909	1	0.00028
3910	1	0.00028
3911	1	0.00028
3912	1	0.00028
3913	1	0.00028
3914	1	0.00028
3915	1	0.00028
3916	1	0.00028
3917	1	0.00028
3918	1	0.00028
3919	1	0.00028
3920	1	0.00028
3921	1	0.00028
3922	1	0.00028
3923	1	0.00028
3924	1	0.00028
3925	1	0.00028
3926	1	0.00028
3927	1	0.00028
3928	1	0.00028
3929	1	0.00028
3930	1	0.00028
3931	1	0.00028
3932	1	0.00028
3933	1	0.00028
3934	1	0.00028
3935	1	0.00028
3936	1	0.00028
3937	1	0.00028
3938	1	0.00028
3939	1	0.00028
3940	1	0.00028
3941	1	0.00028
3942	1	0.00028
3943	1	0.00028
3944	1	0.00028
3945	1	0.00028
3946	1	0.00028
3947	1	0.00028
3948	1	0.00028
3949	1	0.00028
3950	1	0.00028
3951	1	0.00028
3952	1	0.00028
3953	1	0.00028
3954	1	0.00028
3955	1	0.00028
3956	1	0.00028
3957	1	0.00028
3958	1	0.00028
3959	1	0.00028
3960	1	0.00028
3961	1	0.00028
3962	1	0.00028
3963	1	0.00028
3964	1	0.00028
3965	1	0.00028
3966	1	0.00028
3967	1	0.00028
3968	1	0.00028
3969	1	0.00028
3970	1	0.00028
3971	1	0.00028
3972	1	0.00028
3973	1	0.00028
3974	1	0.00028
3975	1	0.00028
3976	1	0.00028
3977	1	0.00028
3978	1	0.00028
3979	1	0.00028
3980	1	0.00028
3981	1	0.00028
3982	1	0.00028
3983	1	0.00028
3984	1	0.00028
3985	1	0.00028
3986	1	0.00028
3987	1	0.00028
3988	1	0.00028
3989	1	0.00028
3990	1	0.00028
3991	1	0.00028
3992	1	0.00028
3993	1	0.00028
3994	1	0.00028
3995	1	0.00028
3996	1	0.00028
3997	1	0.00028
3998	1	0.00028
3999	1	0.00028
4000	1	0.00028
4001	1	0.00028
4002	1	0.00028
4003	1	0.00028
4004	1	0.00028
4005	1	0.00028
4006	1	0.00028
4007	1	0.00028
4008	1	0.00028
4009	1	0.00028
4010	1	0.00028
4011	1	0.00028
4012	1	0.00028
4013	1	0.00028
4014	1	0.00028
4015	1	0.00028
4016	1	0.00028
4017	1	0.00028
4018	1	0.00028
4019	1	0.00028
4020	1	0.00028
4021	1	0.00028
4022	1	0.00028
4023	1	0.00028
4024	1	0.00028
4025	1	0.00028
4026	1	0.00028
4027	1	0.00028
4028	1	0.00028
4029	1	0.00028
4030	1	0.00028
4031	1	0.00028
4032	1	0.00028
4033	1	0.00028
4034	1	0.00028
4035	1	0.00028
4036	1	0.00028
4037	1	0.00028
4038	1	0.00028
4039	1	0.00028
4040	1	0.00028
4041	1	0.00028
4042	1	0.00028
4043	1	0.00028
4044	1	0.00028
4045	1	0.00028
4046	1	0.00028
4047	1	0.00028
4048	1	0.00028
4049	1	0.00028
4050	1	0.00028
4051	1	0.00028
4052	1	0.00028
4053	1	0.00028
4054	1	0.00028
4055	1	0.00028
4056	1	0.00028
4057	1	0.00028
4058	1	0.00028
4059	1	0.00028
4060	1	0.00028
4061	1	0.00028
4062	1	0.00028
4063	1	0.00028
4064	1	0.00028
4065	1	0.00028
4066	1	0.00028
4067	1	0.00028
4068	1	0.00028
4069	1	0.00028
4070	1	0.00028
4071	1	0.00028
4072	1	0.00028
4073	1	0.00028
4074	1	0.00028
4075	1	0.00028
4076	1	0.00028
4077	1	0.00028
4078	1	0.00028
4079	1	0.00028
4080	1	0.00028
4081	1	0.00028
4082	1	0.00028
4083	1	0.00028
4084	1	0.00028
4085	1	0.00028
4086	1	0.00028
4087	1	0.00028
4088	1	0.00028
4089	1	0.00028
4090	1	0.00028
4091	1	0.00028
4092	1	0.00028
4093	1	0.00028
4094	1	0.00028
4095	1	0.00028
4096	1	0.00028
4097	1	0.00028
4098	1	0.00028
4099	1	0.00028
4100	1	0.00028
4101	1	0.00028
4102	1	0.00028
4103	1	0.00028
4104	1	0.00028
4105	1	0.00028
4106	1	0.00028
4107	1	0.00028
4108	1	0.00028
4109	1	0.00028
4110	1	0.00028
4111	1	0.00028
4112	1	0.00028
4113	1	0.00028
4114	1	0.00028
4115	1	0.00028
4116	1	0.00028
4117	1	0.00028
4118	1	0.00028
4119	1	0.00028
4120	1	0.00028
4121	1	0.00028
4122	1	0.00028
4123	1	0.00028
4124	1	0.00028
4125	1	0.00028
4126	1	0.00028
4127	1	0.00028
4128	1	0.00028
4129	1	0.00028
4130	1	0.00028
4131	1	0.00028
4132	1	0.00028
4133	1	0.00028
4134	1	0.00028
4135	1	0.00028
4136	1	0.00028
4137	1	0.00028
4138	1	0.00028
4139	1	0.00028
4140	1	0.00028
4141	1	0.00028
4142	1	0.00028
4143	1	0.00028
4144	1	0.00028
4145	1	0.00028
4146	1	0.00028
4147	1	0.00028
4148	1	0.00028
4149	1	0.00028
4150	1	0.00028
4151	1	0.00028
4152	1	0.00028
4153	1	0.00028
4154	1	0.00028
4155	1	0.00028
4156	1	0.00028
4157	1	0.00028
4158	1	0.00028
4159	1	0.00028
4160	1	0.00028
4161	1	0.00028
4162	1	0.00028
4163	1	0.00028
4164	1	0.00028
4165	1	0.00028
4166	1	0.00028
4167	1	0.00028
4168	1	0.00028
4169	1	0.00028
4170	1	0.00028
4171	1	0.00028
4172	1	0.00028
4173	1	0.00028
4174	1	0.00028
4175	1	0.00028
4176	1	0.00028
4177	1	0.00028
4178	1	0.00028
4179	1	0.00028
4180	1	0.00028
4181	1	0.00028
4182	1	0.00028
4183	1	0.00028
4184	1	0.00028
4185	1	0.00028
4186	1	0.00028
4187	1	0.00028
4188	1	0.00028
4189	1	0.00028
4190	1	0.00028
4191	1	0.00028
4192	1	0.00028
4193	1	0.00028
4194	1	0.00028
4195	1	0.00028
4196	1	0.00028
4197	1	0.00028
4198	1	0.00028
4199	1	0.00028
4200	1	0.00028
4201	1	0.00028
4202	1	0.00028
4203	1	0.00028
4204	1	0.00028
4205	1	0.00028
4206	1	0.00028
4207	1	0.00028
4208	1	0.00028
4209	1	0.00028
4210	1	0.00028
4211	1	0.00028
4212	1	0.00028
4213	1	0.00028
4214	1	0.00028
4215	1	0.00028
4216	1	0.00028
4217	1	0.00028
4218	1	0.00028
4219	1	0.00028
4220	1	0.00028
4221	1	0.00028
4222	1	0.00028
4223	1	0.00028
4224	1	0.00028
4225	1	0.00028
4226	1	0.00028
4227	1	0.00028
4228	1	0.00028
4229	1	0.00028
4230	1	0.00028
4231	1	0.00028
4232	1	0.00028
4233	1	0.00028
4234	1	0.00028
4235	1	0.00028
4236	1	0.00028
4237	1	0.00028
4238	1	0.00028
4239	1	0.00028
4240	1	0.00028
4241	1	0.00028
4242	1	0.00028
4243	1	0.00028
4244	1	0.00028
4245	1	0.00028
4246	1	0.00028
4247	1	0.00028
4248	1	0.00028
4249	1	0.00028
4250	1	0.00028
4251	1	0.00028
4252	1	0.00028
4253	1	0.00028
4254	1	0.00028
4255	1	0.00028
4256	1	0.00028
4257	1	0.00028
4258	1	0.00028
4259	1	0.00028
4260	1	0.00028
4261	1	0.00028
4262	1	0.00028
4263	1	0.00028
4264	1	0.00028
4265	1	0.00028
4266	1	0.00028
4267	1	0.00028
4268	1	0.00028
4269	1	0.00028
4270	1	0.00028
4271	1	0.00028
4272	1	0.00028
4273	1	0.00028
4274	1	0.00028
4275	1	0.00028
4276	1	0.00028
4277	1	0.00028
4278	1	0.00028
4279	1	0.00028
4280	1	0.00028
4281	1	0.00028
4282	1	0.00028
4283	1	0.00028
4284	1	0.00028
4285	1	0.00028
