minTotal value	# of included sequences	% of included sequences
1490	4	0.00113
1491	4	0.00113
1492	4	0.00113
1493	4	0.00113
1494	4	0.00113
1495	4	0.00113
1496	4	0.00113
1497	4	0.00113
1498	4	0.00113
1499	4	0.00113
1500	4	0.00113
1501	4	0.00113
1502	4	0.00113
1503	4	0.00113
1504	4	0.00113
1505	4	0.00113
1506	4	0.00113
1507	4	0.00113
1508	4	0.00113
1509	4	0.00113
1510	4	0.00113
1511	4	0.00113
1512	4	0.00113
1513	4	0.00113
1514	4	0.00113
1515	4	0.00113
1516	4	0.00113
1517	4	0.00113
1518	4	0.00113
1519	4	0.00113
1520	4	0.00113
1521	4	0.00113
1522	4	0.00113
1523	4	0.00113
1524	4	0.00113
1525	4	0.00113
1526	4	0.00113
1527	4	0.00113
1528	4	0.00113
1529	4	0.00113
1530	4	0.00113
1531	4	0.00113
1532	4	0.00113
1533	4	0.00113
1534	4	0.00113
1535	4	0.00113
1536	4	0.00113
1537	4	0.00113
1538	4	0.00113
1539	4	0.00113
1540	4	0.00113
1541	4	0.00113
1542	4	0.00113
1543	4	0.00113
1544	4	0.00113
1545	4	0.00113
1546	4	0.00113
1547	4	0.00113
1548	4	0.00113
1549	4	0.00113
1550	4	0.00113
1551	4	0.00113
1552	4	0.00113
1553	4	0.00113
1554	4	0.00113
1555	4	0.00113
1556	4	0.00113
1557	4	0.00113
1558	4	0.00113
1559	4	0.00113
1560	4	0.00113
1561	4	0.00113
1562	4	0.00113
1563	4	0.00113
1564	4	0.00113
1565	4	0.00113
1566	4	0.00113
1567	4	0.00113
1568	4	0.00113
1569	4	0.00113
1570	4	0.00113
1571	4	0.00113
1572	4	0.00113
1573	4	0.00113
1574	4	0.00113
1575	4	0.00113
1576	4	0.00113
1577	4	0.00113
1578	4	0.00113
1579	4	0.00113
1580	4	0.00113
1581	4	0.00113
1582	4	0.00113
1583	4	0.00113
1584	4	0.00113
1585	4	0.00113
1586	4	0.00113
1587	4	0.00113
1588	4	0.00113
1589	4	0.00113
1590	4	0.00113
1591	4	0.00113
1592	4	0.00113
1593	4	0.00113
1594	4	0.00113
1595	4	0.00113
1596	4	0.00113
1597	4	0.00113
1598	4	0.00113
1599	4	0.00113
1600	4	0.00113
1601	4	0.00113
1602	4	0.00113
1603	4	0.00113
1604	4	0.00113
1605	4	0.00113
1606	4	0.00113
1607	4	0.00113
1608	4	0.00113
1609	4	0.00113
1610	4	0.00113
1611	4	0.00113
1612	4	0.00113
1613	4	0.00113
1614	4	0.00113
1615	4	0.00113
1616	4	0.00113
1617	4	0.00113
1618	4	0.00113
1619	4	0.00113
1620	4	0.00113
1621	4	0.00113
1622	4	0.00113
1623	4	0.00113
1624	4	0.00113
1625	4	0.00113
1626	4	0.00113
1627	4	0.00113
1628	4	0.00113
1629	4	0.00113
1630	4	0.00113
1631	4	0.00113
1632	4	0.00113
1633	4	0.00113
1634	4	0.00113
1635	4	0.00113
1636	4	0.00113
1637	4	0.00113
1638	4	0.00113
1639	4	0.00113
1640	4	0.00113
1641	4	0.00113
1642	4	0.00113
1643	4	0.00113
1644	4	0.00113
1645	4	0.00113
1646	4	0.00113
1647	4	0.00113
1648	4	0.00113
1649	4	0.00113
1650	4	0.00113
1651	4	0.00113
1652	4	0.00113
1653	4	0.00113
1654	4	0.00113
1655	4	0.00113
1656	4	0.00113
1657	4	0.00113
1658	4	0.00113
1659	4	0.00113
1660	4	0.00113
1661	4	0.00113
1662	4	0.00113
1663	4	0.00113
1664	4	0.00113
1665	4	0.00113
1666	4	0.00113
1667	4	0.00113
1668	4	0.00113
1669	4	0.00113
1670	4	0.00113
1671	4	0.00113
1672	4	0.00113
1673	4	0.00113
1674	4	0.00113
1675	4	0.00113
1676	4	0.00113
1677	4	0.00113
1678	4	0.00113
1679	4	0.00113
1680	4	0.00113
1681	4	0.00113
1682	4	0.00113
1683	4	0.00113
1684	4	0.00113
1685	4	0.00113
1686	4	0.00113
1687	4	0.00113
1688	4	0.00113
1689	4	0.00113
1690	4	0.00113
1691	4	0.00113
1692	4	0.00113
1693	4	0.00113
1694	4	0.00113
1695	4	0.00113
1696	4	0.00113
1697	4	0.00113
1698	4	0.00113
1699	4	0.00113
1700	4	0.00113
1701	4	0.00113
1702	4	0.00113
1703	4	0.00113
1704	4	0.00113
1705	4	0.00113
1706	4	0.00113
1707	4	0.00113
1708	4	0.00113
1709	4	0.00113
1710	4	0.00113
1711	4	0.00113
1712	4	0.00113
1713	4	0.00113
1714	4	0.00113
1715	4	0.00113
1716	4	0.00113
1717	4	0.00113
1718	4	0.00113
1719	4	0.00113
1720	4	0.00113
1721	4	0.00113
1722	4	0.00113
1723	4	0.00113
1724	4	0.00113
1725	4	0.00113
1726	4	0.00113
1727	4	0.00113
1728	4	0.00113
1729	4	0.00113
1730	4	0.00113
1731	4	0.00113
1732	4	0.00113
1733	4	0.00113
1734	4	0.00113
1735	4	0.00113
1736	4	0.00113
1737	4	0.00113
1738	4	0.00113
1739	4	0.00113
1740	4	0.00113
1741	4	0.00113
1742	4	0.00113
1743	4	0.00113
1744	4	0.00113
1745	4	0.00113
1746	4	0.00113
1747	4	0.00113
1748	4	0.00113
1749	4	0.00113
1750	4	0.00113
1751	4	0.00113
1752	4	0.00113
1753	4	0.00113
1754	4	0.00113
1755	4	0.00113
1756	4	0.00113
1757	4	0.00113
1758	4	0.00113
1759	4	0.00113
1760	4	0.00113
1761	4	0.00113
1762	4	0.00113
1763	4	0.00113
1764	4	0.00113
1765	4	0.00113
1766	4	0.00113
1767	4	0.00113
1768	4	0.00113
1769	4	0.00113
1770	4	0.00113
1771	4	0.00113
1772	4	0.00113
1773	4	0.00113
1774	4	0.00113
1775	4	0.00113
1776	4	0.00113
1777	4	0.00113
1778	4	0.00113
1779	4	0.00113
1780	4	0.00113
1781	4	0.00113
1782	4	0.00113
1783	4	0.00113
1784	4	0.00113
1785	4	0.00113
1786	4	0.00113
1787	4	0.00113
1788	4	0.00113
1789	4	0.00113
1790	4	0.00113
1791	4	0.00113
1792	4	0.00113
1793	4	0.00113
1794	4	0.00113
1795	4	0.00113
1796	4	0.00113
1797	4	0.00113
1798	4	0.00113
1799	4	0.00113
1800	4	0.00113
1801	4	0.00113
1802	4	0.00113
1803	4	0.00113
1804	4	0.00113
1805	4	0.00113
1806	4	0.00113
1807	4	0.00113
1808	4	0.00113
1809	4	0.00113
1810	4	0.00113
1811	4	0.00113
1812	4	0.00113
1813	4	0.00113
1814	4	0.00113
1815	4	0.00113
1816	4	0.00113
1817	4	0.00113
1818	4	0.00113
1819	4	0.00113
1820	4	0.00113
1821	4	0.00113
1822	4	0.00113
1823	4	0.00113
1824	4	0.00113
1825	4	0.00113
1826	4	0.00113
1827	4	0.00113
1828	4	0.00113
1829	4	0.00113
1830	4	0.00113
1831	4	0.00113
1832	4	0.00113
1833	4	0.00113
1834	4	0.00113
1835	4	0.00113
1836	4	0.00113
1837	4	0.00113
1838	4	0.00113
1839	4	0.00113
1840	4	0.00113
1841	4	0.00113
1842	4	0.00113
1843	4	0.00113
1844	4	0.00113
1845	4	0.00113
1846	4	0.00113
1847	4	0.00113
1848	4	0.00113
1849	4	0.00113
1850	4	0.00113
1851	4	0.00113
1852	4	0.00113
1853	4	0.00113
1854	4	0.00113
1855	4	0.00113
1856	4	0.00113
1857	4	0.00113
1858	4	0.00113
1859	4	0.00113
1860	4	0.00113
1861	4	0.00113
1862	4	0.00113
1863	4	0.00113
1864	4	0.00113
1865	4	0.00113
1866	4	0.00113
1867	4	0.00113
1868	4	0.00113
1869	4	0.00113
1870	4	0.00113
1871	4	0.00113
1872	4	0.00113
1873	4	0.00113
1874	4	0.00113
1875	4	0.00113
1876	4	0.00113
1877	4	0.00113
1878	4	0.00113
1879	4	0.00113
1880	4	0.00113
1881	4	0.00113
1882	4	0.00113
1883	4	0.00113
1884	4	0.00113
1885	4	0.00113
1886	4	0.00113
1887	4	0.00113
1888	4	0.00113
1889	4	0.00113
1890	4	0.00113
1891	4	0.00113
1892	4	0.00113
1893	4	0.00113
1894	4	0.00113
1895	4	0.00113
1896	4	0.00113
1897	4	0.00113
1898	4	0.00113
1899	4	0.00113
1900	4	0.00113
1901	4	0.00113
1902	4	0.00113
1903	4	0.00113
1904	4	0.00113
1905	4	0.00113
1906	4	0.00113
1907	4	0.00113
1908	4	0.00113
1909	4	0.00113
1910	4	0.00113
1911	4	0.00113
1912	4	0.00113
1913	4	0.00113
1914	4	0.00113
1915	4	0.00113
1916	4	0.00113
1917	4	0.00113
1918	4	0.00113
1919	4	0.00113
1920	4	0.00113
1921	4	0.00113
1922	4	0.00113
1923	4	0.00113
1924	4	0.00113
1925	4	0.00113
1926	4	0.00113
1927	4	0.00113
1928	4	0.00113
1929	4	0.00113
1930	4	0.00113
1931	4	0.00113
1932	4	0.00113
1933	4	0.00113
1934	4	0.00113
1935	4	0.00113
1936	4	0.00113
1937	4	0.00113
1938	4	0.00113
1939	4	0.00113
1940	4	0.00113
1941	4	0.00113
1942	4	0.00113
1943	4	0.00113
1944	4	0.00113
1945	4	0.00113
1946	4	0.00113
1947	4	0.00113
1948	4	0.00113
1949	4	0.00113
1950	4	0.00113
1951	4	0.00113
1952	4	0.00113
1953	4	0.00113
1954	4	0.00113
1955	4	0.00113
1956	4	0.00113
1957	4	0.00113
1958	4	0.00113
1959	4	0.00113
1960	4	0.00113
1961	4	0.00113
1962	4	0.00113
1963	4	0.00113
1964	4	0.00113
1965	4	0.00113
1966	4	0.00113
1967	4	0.00113
1968	4	0.00113
1969	4	0.00113
1970	4	0.00113
1971	4	0.00113
1972	4	0.00113
1973	4	0.00113
1974	4	0.00113
1975	4	0.00113
1976	4	0.00113
1977	4	0.00113
1978	4	0.00113
1979	4	0.00113
1980	4	0.00113
1981	4	0.00113
1982	4	0.00113
1983	4	0.00113
1984	4	0.00113
1985	4	0.00113
1986	4	0.00113
1987	4	0.00113
1988	4	0.00113
1989	4	0.00113
1990	4	0.00113
1991	4	0.00113
1992	4	0.00113
1993	4	0.00113
1994	4	0.00113
1995	4	0.00113
1996	4	0.00113
1997	4	0.00113
1998	4	0.00113
1999	4	0.00113
2000	4	0.00113
2001	4	0.00113
2002	4	0.00113
2003	4	0.00113
2004	4	0.00113
2005	4	0.00113
2006	4	0.00113
2007	4	0.00113
2008	4	0.00113
2009	4	0.00113
2010	3	0.00084
2011	3	0.00084
2012	3	0.00084
2013	3	0.00084
2014	3	0.00084
2015	3	0.00084
2016	3	0.00084
2017	3	0.00084
2018	3	0.00084
2019	3	0.00084
2020	3	0.00084
2021	3	0.00084
2022	3	0.00084
2023	3	0.00084
2024	3	0.00084
2025	3	0.00084
2026	3	0.00084
2027	3	0.00084
2028	3	0.00084
2029	3	0.00084
2030	3	0.00084
2031	3	0.00084
2032	3	0.00084
2033	3	0.00084
2034	3	0.00084
2035	3	0.00084
2036	3	0.00084
2037	3	0.00084
2038	3	0.00084
2039	3	0.00084
2040	3	0.00084
2041	3	0.00084
2042	3	0.00084
2043	3	0.00084
2044	3	0.00084
2045	3	0.00084
2046	3	0.00084
2047	3	0.00084
2048	3	0.00084
2049	3	0.00084
2050	3	0.00084
2051	3	0.00084
2052	3	0.00084
2053	3	0.00084
2054	3	0.00084
2055	3	0.00084
2056	3	0.00084
2057	3	0.00084
2058	3	0.00084
2059	3	0.00084
2060	3	0.00084
2061	3	0.00084
2062	3	0.00084
2063	3	0.00084
2064	3	0.00084
2065	3	0.00084
2066	3	0.00084
2067	3	0.00084
2068	3	0.00084
2069	3	0.00084
2070	3	0.00084
2071	3	0.00084
2072	3	0.00084
2073	3	0.00084
2074	3	0.00084
2075	3	0.00084
2076	3	0.00084
2077	3	0.00084
2078	3	0.00084
2079	3	0.00084
2080	3	0.00084
2081	3	0.00084
2082	3	0.00084
2083	3	0.00084
2084	3	0.00084
2085	3	0.00084
2086	3	0.00084
2087	3	0.00084
2088	3	0.00084
2089	3	0.00084
2090	3	0.00084
2091	3	0.00084
2092	3	0.00084
2093	3	0.00084
2094	3	0.00084
2095	3	0.00084
2096	3	0.00084
2097	3	0.00084
2098	3	0.00084
2099	3	0.00084
2100	3	0.00084
2101	3	0.00084
2102	3	0.00084
2103	3	0.00084
2104	3	0.00084
2105	3	0.00084
2106	3	0.00084
2107	3	0.00084
2108	3	0.00084
2109	3	0.00084
2110	3	0.00084
2111	3	0.00084
2112	3	0.00084
2113	3	0.00084
2114	3	0.00084
2115	3	0.00084
2116	3	0.00084
2117	3	0.00084
2118	3	0.00084
2119	3	0.00084
2120	3	0.00084
2121	3	0.00084
2122	3	0.00084
2123	3	0.00084
2124	3	0.00084
2125	3	0.00084
2126	3	0.00084
2127	3	0.00084
2128	3	0.00084
2129	3	0.00084
2130	3	0.00084
2131	3	0.00084
2132	3	0.00084
2133	3	0.00084
2134	3	0.00084
2135	3	0.00084
2136	3	0.00084
2137	3	0.00084
2138	3	0.00084
2139	3	0.00084
2140	3	0.00084
2141	3	0.00084
2142	3	0.00084
2143	3	0.00084
2144	3	0.00084
2145	3	0.00084
2146	3	0.00084
2147	3	0.00084
2148	3	0.00084
2149	3	0.00084
2150	3	0.00084
2151	3	0.00084
2152	3	0.00084
2153	3	0.00084
2154	3	0.00084
2155	3	0.00084
2156	3	0.00084
2157	3	0.00084
2158	3	0.00084
2159	3	0.00084
2160	3	0.00084
2161	3	0.00084
2162	3	0.00084
2163	3	0.00084
2164	3	0.00084
2165	3	0.00084
2166	3	0.00084
2167	3	0.00084
2168	3	0.00084
2169	3	0.00084
2170	3	0.00084
2171	3	0.00084
2172	3	0.00084
2173	3	0.00084
2174	3	0.00084
2175	3	0.00084
2176	3	0.00084
2177	3	0.00084
2178	3	0.00084
2179	3	0.00084
2180	3	0.00084
2181	3	0.00084
2182	3	0.00084
2183	3	0.00084
2184	3	0.00084
2185	3	0.00084
2186	3	0.00084
2187	3	0.00084
2188	3	0.00084
2189	3	0.00084
2190	3	0.00084
2191	3	0.00084
2192	3	0.00084
2193	3	0.00084
2194	3	0.00084
2195	3	0.00084
2196	3	0.00084
2197	3	0.00084
2198	3	0.00084
2199	3	0.00084
2200	3	0.00084
2201	3	0.00084
2202	3	0.00084
2203	3	0.00084
2204	3	0.00084
2205	3	0.00084
2206	3	0.00084
2207	3	0.00084
2208	3	0.00084
2209	3	0.00084
2210	3	0.00084
2211	3	0.00084
2212	3	0.00084
2213	3	0.00084
2214	3	0.00084
2215	3	0.00084
2216	3	0.00084
2217	3	0.00084
2218	3	0.00084
2219	3	0.00084
2220	3	0.00084
2221	3	0.00084
2222	3	0.00084
2223	3	0.00084
2224	3	0.00084
2225	3	0.00084
2226	3	0.00084
2227	3	0.00084
2228	3	0.00084
2229	3	0.00084
2230	3	0.00084
2231	3	0.00084
2232	3	0.00084
2233	3	0.00084
2234	3	0.00084
2235	3	0.00084
2236	3	0.00084
2237	3	0.00084
2238	3	0.00084
2239	3	0.00084
2240	3	0.00084
2241	3	0.00084
2242	3	0.00084
2243	3	0.00084
2244	3	0.00084
2245	3	0.00084
2246	3	0.00084
2247	3	0.00084
2248	3	0.00084
2249	3	0.00084
2250	3	0.00084
2251	3	0.00084
2252	3	0.00084
2253	3	0.00084
2254	3	0.00084
2255	3	0.00084
2256	3	0.00084
2257	3	0.00084
2258	3	0.00084
2259	3	0.00084
2260	3	0.00084
2261	3	0.00084
2262	3	0.00084
2263	3	0.00084
2264	3	0.00084
2265	3	0.00084
2266	3	0.00084
2267	3	0.00084
2268	3	0.00084
2269	3	0.00084
2270	3	0.00084
2271	3	0.00084
2272	3	0.00084
2273	3	0.00084
2274	3	0.00084
2275	3	0.00084
2276	3	0.00084
2277	3	0.00084
2278	3	0.00084
2279	3	0.00084
2280	3	0.00084
2281	3	0.00084
2282	3	0.00084
2283	3	0.00084
2284	3	0.00084
2285	3	0.00084
2286	3	0.00084
2287	3	0.00084
2288	3	0.00084
2289	3	0.00084
2290	3	0.00084
2291	3	0.00084
2292	3	0.00084
2293	3	0.00084
2294	3	0.00084
2295	3	0.00084
2296	3	0.00084
2297	3	0.00084
2298	3	0.00084
2299	3	0.00084
2300	3	0.00084
2301	3	0.00084
2302	3	0.00084
2303	3	0.00084
2304	3	0.00084
2305	3	0.00084
2306	3	0.00084
2307	3	0.00084
2308	3	0.00084
2309	3	0.00084
2310	3	0.00084
2311	3	0.00084
2312	3	0.00084
2313	3	0.00084
2314	3	0.00084
2315	3	0.00084
2316	3	0.00084
2317	3	0.00084
2318	3	0.00084
2319	3	0.00084
2320	3	0.00084
2321	3	0.00084
2322	3	0.00084
2323	3	0.00084
2324	3	0.00084
2325	3	0.00084
2326	3	0.00084
2327	3	0.00084
2328	3	0.00084
2329	3	0.00084
2330	3	0.00084
2331	3	0.00084
2332	3	0.00084
2333	3	0.00084
2334	3	0.00084
2335	3	0.00084
2336	3	0.00084
2337	3	0.00084
2338	3	0.00084
2339	3	0.00084
2340	3	0.00084
2341	3	0.00084
2342	3	0.00084
2343	3	0.00084
2344	3	0.00084
2345	3	0.00084
2346	3	0.00084
2347	3	0.00084
2348	3	0.00084
2349	3	0.00084
2350	3	0.00084
2351	3	0.00084
2352	3	0.00084
2353	3	0.00084
2354	3	0.00084
2355	3	0.00084
2356	3	0.00084
2357	3	0.00084
2358	3	0.00084
2359	3	0.00084
2360	3	0.00084
2361	3	0.00084
2362	3	0.00084
2363	3	0.00084
2364	3	0.00084
2365	3	0.00084
2366	3	0.00084
2367	3	0.00084
2368	3	0.00084
2369	3	0.00084
2370	3	0.00084
2371	3	0.00084
2372	3	0.00084
2373	3	0.00084
2374	3	0.00084
2375	3	0.00084
2376	3	0.00084
2377	3	0.00084
2378	3	0.00084
2379	3	0.00084
2380	3	0.00084
2381	3	0.00084
2382	3	0.00084
2383	3	0.00084
2384	3	0.00084
2385	3	0.00084
2386	3	0.00084
2387	3	0.00084
2388	3	0.00084
2389	3	0.00084
2390	3	0.00084
2391	3	0.00084
2392	3	0.00084
2393	3	0.00084
2394	3	0.00084
2395	3	0.00084
2396	3	0.00084
2397	3	0.00084
2398	3	0.00084
2399	3	0.00084
2400	3	0.00084
2401	3	0.00084
2402	3	0.00084
2403	3	0.00084
2404	3	0.00084
2405	3	0.00084
2406	3	0.00084
2407	3	0.00084
2408	3	0.00084
2409	3	0.00084
2410	3	0.00084
2411	3	0.00084
2412	3	0.00084
2413	3	0.00084
2414	3	0.00084
2415	3	0.00084
2416	3	0.00084
2417	3	0.00084
2418	3	0.00084
2419	3	0.00084
2420	3	0.00084
2421	3	0.00084
2422	3	0.00084
2423	3	0.00084
2424	3	0.00084
2425	3	0.00084
2426	3	0.00084
2427	3	0.00084
2428	3	0.00084
2429	3	0.00084
2430	3	0.00084
2431	3	0.00084
2432	3	0.00084
2433	3	0.00084
2434	3	0.00084
2435	3	0.00084
2436	3	0.00084
2437	3	0.00084
2438	3	0.00084
2439	3	0.00084
2440	3	0.00084
2441	3	0.00084
2442	3	0.00084
2443	3	0.00084
2444	3	0.00084
2445	3	0.00084
2446	3	0.00084
2447	3	0.00084
2448	3	0.00084
2449	3	0.00084
2450	3	0.00084
2451	3	0.00084
2452	3	0.00084
2453	3	0.00084
2454	3	0.00084
2455	3	0.00084
2456	3	0.00084
2457	3	0.00084
2458	3	0.00084
2459	3	0.00084
2460	3	0.00084
2461	3	0.00084
2462	3	0.00084
2463	3	0.00084
2464	3	0.00084
2465	3	0.00084
2466	3	0.00084
2467	3	0.00084
2468	3	0.00084
2469	3	0.00084
2470	3	0.00084
2471	3	0.00084
2472	3	0.00084
2473	3	0.00084
2474	3	0.00084
2475	3	0.00084
2476	3	0.00084
2477	3	0.00084
2478	3	0.00084
2479	3	0.00084
2480	3	0.00084
2481	3	0.00084
2482	3	0.00084
2483	3	0.00084
2484	3	0.00084
2485	3	0.00084
2486	3	0.00084
2487	3	0.00084
2488	3	0.00084
2489	3	0.00084
2490	3	0.00084
2491	3	0.00084
2492	3	0.00084
2493	3	0.00084
2494	3	0.00084
2495	3	0.00084
2496	3	0.00084
2497	3	0.00084
2498	3	0.00084
2499	3	0.00084
2500	3	0.00084
2501	3	0.00084
2502	3	0.00084
2503	3	0.00084
2504	3	0.00084
2505	3	0.00084
2506	3	0.00084
2507	3	0.00084
2508	3	0.00084
2509	3	0.00084
2510	3	0.00084
2511	3	0.00084
2512	3	0.00084
2513	3	0.00084
2514	3	0.00084
2515	3	0.00084
2516	3	0.00084
2517	3	0.00084
2518	3	0.00084
2519	3	0.00084
2520	3	0.00084
2521	3	0.00084
2522	3	0.00084
2523	3	0.00084
2524	3	0.00084
2525	3	0.00084
2526	3	0.00084
2527	3	0.00084
2528	3	0.00084
2529	3	0.00084
2530	3	0.00084
2531	3	0.00084
2532	3	0.00084
2533	3	0.00084
2534	3	0.00084
2535	3	0.00084
2536	3	0.00084
2537	3	0.00084
2538	3	0.00084
2539	3	0.00084
2540	3	0.00084
2541	3	0.00084
2542	3	0.00084
2543	3	0.00084
2544	3	0.00084
2545	3	0.00084
2546	3	0.00084
2547	3	0.00084
2548	3	0.00084
2549	3	0.00084
2550	3	0.00084
2551	3	0.00084
2552	3	0.00084
2553	3	0.00084
2554	3	0.00084
2555	3	0.00084
2556	3	0.00084
2557	3	0.00084
2558	3	0.00084
2559	3	0.00084
2560	3	0.00084
2561	3	0.00084
2562	3	0.00084
2563	3	0.00084
2564	3	0.00084
2565	3	0.00084
2566	3	0.00084
2567	3	0.00084
2568	3	0.00084
2569	3	0.00084
2570	3	0.00084
2571	3	0.00084
2572	3	0.00084
2573	3	0.00084
2574	3	0.00084
2575	3	0.00084
2576	3	0.00084
2577	3	0.00084
2578	3	0.00084
2579	3	0.00084
2580	3	0.00084
2581	3	0.00084
2582	3	0.00084
2583	3	0.00084
2584	3	0.00084
2585	3	0.00084
2586	3	0.00084
2587	3	0.00084
2588	3	0.00084
2589	3	0.00084
2590	3	0.00084
2591	3	0.00084
2592	3	0.00084
2593	3	0.00084
2594	3	0.00084
2595	3	0.00084
2596	3	0.00084
2597	3	0.00084
2598	3	0.00084
2599	3	0.00084
2600	3	0.00084
2601	3	0.00084
2602	3	0.00084
2603	3	0.00084
2604	3	0.00084
2605	3	0.00084
2606	3	0.00084
2607	3	0.00084
2608	3	0.00084
2609	3	0.00084
2610	3	0.00084
2611	3	0.00084
2612	3	0.00084
2613	3	0.00084
2614	3	0.00084
2615	3	0.00084
2616	3	0.00084
2617	3	0.00084
2618	3	0.00084
2619	3	0.00084
2620	3	0.00084
2621	3	0.00084
2622	3	0.00084
2623	3	0.00084
2624	3	0.00084
2625	3	0.00084
2626	3	0.00084
2627	3	0.00084
2628	3	0.00084
2629	3	0.00084
2630	3	0.00084
2631	3	0.00084
2632	3	0.00084
2633	3	0.00084
2634	3	0.00084
2635	3	0.00084
2636	3	0.00084
2637	3	0.00084
2638	3	0.00084
2639	3	0.00084
2640	3	0.00084
2641	3	0.00084
2642	3	0.00084
2643	3	0.00084
2644	3	0.00084
2645	3	0.00084
2646	3	0.00084
2647	3	0.00084
2648	3	0.00084
2649	3	0.00084
2650	3	0.00084
2651	3	0.00084
2652	3	0.00084
2653	3	0.00084
2654	3	0.00084
2655	3	0.00084
2656	3	0.00084
2657	3	0.00084
2658	3	0.00084
2659	3	0.00084
2660	3	0.00084
2661	3	0.00084
2662	3	0.00084
2663	3	0.00084
2664	3	0.00084
2665	3	0.00084
2666	3	0.00084
2667	3	0.00084
2668	3	0.00084
2669	3	0.00084
2670	3	0.00084
2671	3	0.00084
2672	3	0.00084
2673	3	0.00084
2674	3	0.00084
2675	3	0.00084
2676	3	0.00084
2677	3	0.00084
2678	3	0.00084
2679	3	0.00084
2680	3	0.00084
2681	3	0.00084
2682	3	0.00084
2683	3	0.00084
2684	3	0.00084
2685	3	0.00084
2686	3	0.00084
2687	3	0.00084
2688	3	0.00084
2689	3	0.00084
2690	3	0.00084
2691	3	0.00084
2692	3	0.00084
2693	3	0.00084
2694	3	0.00084
2695	3	0.00084
2696	3	0.00084
2697	3	0.00084
2698	3	0.00084
2699	3	0.00084
2700	3	0.00084
2701	3	0.00084
2702	3	0.00084
2703	3	0.00084
2704	3	0.00084
2705	3	0.00084
2706	3	0.00084
2707	3	0.00084
2708	3	0.00084
2709	3	0.00084
2710	3	0.00084
2711	3	0.00084
2712	3	0.00084
2713	3	0.00084
2714	3	0.00084
2715	3	0.00084
2716	3	0.00084
2717	3	0.00084
2718	3	0.00084
2719	3	0.00084
2720	3	0.00084
2721	3	0.00084
2722	3	0.00084
2723	3	0.00084
2724	3	0.00084
2725	3	0.00084
2726	3	0.00084
2727	3	0.00084
2728	3	0.00084
2729	3	0.00084
2730	3	0.00084
2731	3	0.00084
2732	3	0.00084
2733	3	0.00084
2734	3	0.00084
2735	3	0.00084
2736	3	0.00084
2737	3	0.00084
2738	3	0.00084
2739	3	0.00084
2740	3	0.00084
2741	3	0.00084
2742	3	0.00084
2743	3	0.00084
2744	3	0.00084
2745	3	0.00084
2746	3	0.00084
2747	3	0.00084
2748	3	0.00084
2749	3	0.00084
2750	3	0.00084
2751	3	0.00084
2752	3	0.00084
2753	3	0.00084
2754	3	0.00084
2755	3	0.00084
2756	3	0.00084
2757	3	0.00084
2758	3	0.00084
2759	3	0.00084
2760	3	0.00084
2761	3	0.00084
2762	3	0.00084
2763	3	0.00084
2764	3	0.00084
2765	3	0.00084
2766	3	0.00084
2767	3	0.00084
2768	3	0.00084
2769	3	0.00084
2770	3	0.00084
2771	3	0.00084
2772	3	0.00084
2773	3	0.00084
2774	3	0.00084
2775	3	0.00084
2776	3	0.00084
2777	3	0.00084
2778	3	0.00084
2779	3	0.00084
2780	3	0.00084
2781	3	0.00084
2782	3	0.00084
2783	3	0.00084
2784	3	0.00084
2785	3	0.00084
2786	3	0.00084
2787	3	0.00084
2788	3	0.00084
2789	3	0.00084
2790	3	0.00084
2791	3	0.00084
2792	3	0.00084
2793	3	0.00084
2794	3	0.00084
2795	3	0.00084
2796	3	0.00084
2797	3	0.00084
2798	3	0.00084
2799	3	0.00084
2800	3	0.00084
2801	3	0.00084
2802	3	0.00084
2803	3	0.00084
2804	3	0.00084
2805	3	0.00084
2806	3	0.00084
2807	3	0.00084
2808	3	0.00084
2809	3	0.00084
2810	3	0.00084
2811	3	0.00084
2812	3	0.00084
2813	3	0.00084
2814	3	0.00084
2815	3	0.00084
2816	3	0.00084
2817	3	0.00084
2818	3	0.00084
2819	3	0.00084
2820	3	0.00084
2821	3	0.00084
2822	3	0.00084
2823	3	0.00084
2824	3	0.00084
2825	3	0.00084
2826	3	0.00084
2827	3	0.00084
2828	3	0.00084
2829	3	0.00084
2830	3	0.00084
2831	3	0.00084
2832	3	0.00084
2833	3	0.00084
2834	3	0.00084
2835	3	0.00084
2836	3	0.00084
2837	3	0.00084
2838	3	0.00084
2839	3	0.00084
2840	3	0.00084
2841	3	0.00084
2842	3	0.00084
2843	3	0.00084
2844	3	0.00084
2845	3	0.00084
2846	3	0.00084
2847	3	0.00084
2848	3	0.00084
2849	3	0.00084
2850	3	0.00084
2851	3	0.00084
2852	3	0.00084
2853	3	0.00084
2854	3	0.00084
2855	3	0.00084
2856	3	0.00084
2857	3	0.00084
2858	3	0.00084
2859	3	0.00084
2860	3	0.00084
2861	3	0.00084
2862	3	0.00084
2863	3	0.00084
2864	3	0.00084
2865	3	0.00084
2866	3	0.00084
2867	3	0.00084
2868	3	0.00084
2869	3	0.00084
2870	3	0.00084
2871	3	0.00084
2872	3	0.00084
2873	3	0.00084
2874	3	0.00084
2875	3	0.00084
2876	3	0.00084
2877	3	0.00084
2878	3	0.00084
2879	3	0.00084
2880	3	0.00084
2881	3	0.00084
2882	3	0.00084
2883	3	0.00084
2884	3	0.00084
2885	3	0.00084
2886	3	0.00084
2887	3	0.00084
